ID	2006 list	2008 list	2010 list	2012 list	2018 list	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	GND Arealabel	GND Areacode	P495	P19	Geonames ID	Latitude	Longitude
368	2006	NaN	NaN	NaN	NaN	Manhattan Transfer	Dos Passos, John	2) Deleted 2008	NaN	923	American	1900s	NaN	Q1648409	Q312407	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
369	NaN	2008	2010	2012	2018	Chaka the Zulu	Mofolo, Thomas	3) Added 2008	NaN	1033	NaN	1900s	NaN	Q1120822	Q1452076	NaN	NaN	NaN	Khojane	NaN	NaN	NaN
370	2006	2008	2010	2012	2018	The Making of Americans	Stein, Gertrude	1) core list	NaN	1192	American	1900s	NaN	Q7749704	Q188385	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
371	2006	2008	2010	2012	2018	The Murder of Roger Ackroyd	Christie, Agatha	1) core list	NaN	32	English	1900s	NaN	Q224078	Q35064	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
372	2006	2008	2010	2012	2018	One, No One and One Hundred Thousand	Pirandello, Luigi	1) core list	Uno, nessuno, centomila	103	Italian	1900s	NaN	Q3021244	Q1403	Italy	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IT	NaN	NaN	3175395	42.83333	12.83333
373	2006	NaN	NaN	NaN	NaN	The Plumed Serpent	Lawrence, D.H.	2) Deleted 2008	NaN	1237	English	1900s	NaN	Q17017955	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
374	NaN	2008	2010	2012	2018	Under Satan's Sun	Bernanos, Georges	3) Added 2008	NaN	1126	NaN	1900s	NaN	Q860909	Q315072	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
375	2006	2008	2010	2012	2018	The Good Soldier Švejk	Hašek, Jaroslav	1) core list	NaN	305	Czech	1900s	NaN	Q208622	Q2754	Czech Republic	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CZ	NaN	NaN	3077311	49.75	15.0
376	NaN	2008	2010	2012	2018	Alberta and Jacob	Sandel, Cora	3) Added 2008	NaN	671	NaN	1900s	NaN	Q95111336	Q287727	NaN	NaN	NaN	Christiania	NaN	NaN	NaN
377	2006	2008	2010	2012	2018	The Castle	Kafka, Franz	1) core list	NaN	304	Czech/Austiran	1900s	NaN	Q682733	Q905	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
378	2006	2008	2010	2012	2018	Blindness	Green, Henry	1) core list	NaN	1244	English	1900s	NaN	NaN	Q1285562	NaN	NaN	NaN	NaN	NaN	NaN	NaN
379	2006	2008	2010	2012	2018	The Sun Also Rises	Hemingway, Ernest	1) core list	NaN	481	American	1900s	NaN	Q501351	Q23434	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
380	2006	2008	2010	2012	2018	Amerika	Kafka, Franz	1) core list	NaN	737	Czech/Austiran	1900s	NaN	Q48229	Q905	Czech Republic	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CZ	NaN	NaN	3077311	49.75	15.0
381	NaN	2008	2010	2012	2018	The Case of Sergeant Grischa	Zweig, Arnold	3) Added 2008	NaN	1119	NaN	1900s	NaN	Q1197193	Q75868	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
382	2006	2008	2010	2012	2018	Tarka the Otter	Williamson, Henry	1) core list	NaN	795	English	1900s	NaN	Q7686243	Q1278677	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
383	2006	2008	2010	2012	2018	To The Lighthouse	Woolf, Virginia	1) core list	NaN	590	English	1900s	NaN	Q478016	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
384	2006	2008	2010	2012	2018	Remembrance of Things Past	Proust, Marcel	1) core list	A la recherche du temps perdu (In Search of Lost Time)	1234	French	1900s	NaN	Q464928	Q7199	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
385	2006	2008	2010	2012	2018	Steppenwolf	Hesse, Herman	1) core list	NaN	89	German	1900s	NaN	Q217073	Q25973	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
386	2006	2008	2010	2012	2018	Nadja	Breton, André	1) core list	NaN	960	French	1900s	NaN	Q1816820	Q161955	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
387	2006	2008	2010	2012	2018	Quicksand	Larsen, Nella	1) core list	NaN	880	NaN	1900s	NaN	Q24902061	Q453665	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
388	2006	2008	2010	2012	2018	Decline and Fall	Waugh, Evelyn	1) core list	NaN	544	English	1900s	NaN	Q3115185	Q107002	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
389	2006	NaN	NaN	NaN	NaN	Quartet	Rhys, Jean	2) Deleted 2008	NaN	907	Dominican/English	1900s	NaN	Q97359041	Q230598	NaN	NaN	NaN	Roseau	NaN	NaN	NaN
390	2006	NaN	NaN	NaN	NaN	The Childermass	Lewis, Wyndham	2) Deleted 2008	NaN	1305	English	1900s	NaN	NaN	Q780102	NaN	NaN	NaN	NaN	NaN	NaN	NaN
391	NaN	2008	2010	2012	2018	Some Prefer Nettles	Tanizaki, Junichiro	3) Added 2008	NaN	945	NaN	1900s	NaN	Q7559478	Q316213	NaN	NaN	Japan	NaN	1861060	35.68536	139.75309
392	2006	2008	2010	2012	2018	Parade’s End	Ford, Ford Madox	1) core list	NaN	765	English	1900s	NaN	Q5579026	Q537112	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
393	2006	2008	2010	2012	2018	The Well of Loneliness	Hall, Radclyffe	1) core list	NaN	944	English	1900s	NaN	Q1514807	Q237639	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
394	2006	2008	2010	2012	2018	Lady Chatterley’s Lover	Lawrence, D.H.	1) core list	NaN	1046	English	1900s	NaN	Q750670	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
395	2006	2008	2010	2012	2018	Orlando	Woolf, Virginia	1) core list	NaN	429	English	1900s	NaN	Q1629456	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
396	2006	2008	2010	2012	2018	Story of the Eye	Bataille, Georges	1) core list	NaN	801	French	1900s	NaN	Q2747021	Q207359	NaN	NaN	France	NaN	3017382	46.0	2.0
397	NaN	2008	2010	2012	2018	Retreat Without Song	Shahnour, Shahan	3) Added 2008	NaN	588	NaN	1900s	NaN	NaN	Q2862197	NaN	NaN	NaN	NaN	NaN	NaN	NaN
398	2006	2008	2010	2012	2018	The Holy Terrors	Cocteau, Jean	1) core list	Les Enfants Terribles	689	French	1900s	NaN	Q2542978	Q83158	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
399	2006	NaN	NaN	NaN	NaN	The Sound and the Fury	Faulkner, William	2) Deleted 2008	NaN	486	American	1900s	NaN	Q135515	Q38392	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
400	2006	NaN	NaN	NaN	NaN	Harriet Hume	West, Rebecca	2) Deleted 2008	NaN	1271	English	1900s	NaN	Q42185068	Q236669	NaN	NaN	NaN	London	NaN	NaN	NaN
401	2006	NaN	NaN	NaN	NaN	The Last September	Bowen, Elizabeth	2) Deleted 2008	NaN	1137	Irish	1900s	NaN	Q1199395	Q235308	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
402	2006	2008	2010	2012	2018	Berlin Alexanderplatz	Döblin, Alfred	1) core list	NaN	684	Polish	1900s	NaN	Q694245	Q57389	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
403	2006	2008	2010	2012	2018	All Quiet on the Western Front	Remarque, Erich Maria	1) core list	NaN	289	German	1900s	NaN	Q207332	Q47293	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
404	2006	2008	2010	2012	2018	The Time of Indifference	Moravia, Alberto	1) core list	NaN	858	Italian	1900s	NaN	Q3233315	Q161933	NaN	NaN	Italy	NaN	3175395	42.83333	12.83333
405	2006	2008	2010	2012	2018	Living	Green, Henry	1) core list	NaN	1138	English	1900s	NaN	Q6659005	Q1285562	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
406	2006	NaN	NaN	NaN	NaN	The Red Harvest	Hammett, Dashiell	2) Deleted 2008	NaN	247	American	1900s	NaN	Q1935469	Q186335	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
407	NaN	2008	2010	2012	2018	I Thought of Daisy	Wilson, Edmund	3) Added 2008	NaN	1311	American	1900s	NaN	NaN	Q704931	NaN	NaN	NaN	NaN	NaN	NaN	NaN
408	2006	2008	2010	2012	2018	A Farewell to Arms	Hemingway, Ernest	1) core list	NaN	575	American	1900s	NaN	Q235795	Q23434	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
409	2006	2008	2010	2012	2018	Passing	Larsen, Nella	1) core list	NaN	452	American	1900s	NaN	Q15052495	Q453665	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
410	2006	NaN	NaN	NaN	NaN	Hebdomeros	De Chirico, Giorgio	2) Deleted 2008	NaN	766	Greek/Italian	1900s	NaN	Q47089834	Q156622	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
411	2006	2008	2010	2012	2018	Look Homeward, Angel	Wolfe, Thomas	1) core list	NaN	556	American	1900s	NaN	Q6675006	Q314256	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
412	2006	2008	2010	2012	2018	The Maltese Falcon	Hammett, Dashiell	1) core list	NaN	351	American	1900s	NaN	Q870551	Q186335	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
413	2006	NaN	NaN	NaN	NaN	Vile Bodies	Waugh, Evelyn	2) Deleted 2008	NaN	675	English	1900s	NaN	Q7271018	Q107002	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
414	2006	2008	2010	2012	2018	Her Privates We	Manning, Frederic	1) core list	NaN	551	English	1900s	NaN	NaN	Q1252799	NaN	NaN	NaN	NaN	NaN	NaN	NaN
415	2006	2008	2010	2012	2018	The Apes of God	Lewis, Wyndham	1) core list	NaN	1268	Canadian	1900s	NaN	Q7713979	Q780102	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
416	2006	NaN	NaN	NaN	NaN	Cakes and Ale	Maugham, W. Somerset	2) Deleted 2008	NaN	740	French/English	1900s	NaN	Q2266873	Q134942	Country unknown	https://d-nb.info/standards/vocab/gnd/geographic-area-code#ZZ	NaN	NaN	NaN	NaN	NaN
417	2006	NaN	NaN	NaN	NaN	The Glass Key	Hammett, Dashiell	2) Deleted 2008	NaN	307	American	1900s	NaN	Q6035197	Q186335	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
418	NaN	2008	2010	2012	2018	Monica	Lewis, Saunders	3) Added 2008	NaN	1302	NaN	1900s	NaN	Q6899894	Q2420498	NaN	NaN	NaN	Wallasey	NaN	NaN	NaN
419	NaN	2008	2010	2012	2018	Insatiability	Witkiewicz, Stanislaw Ignacy	3) Added 2008	NaN	748	Polish	1900s	NaN	Q6037124	Q381238	NaN	NaN	Poland	NaN	798544	52.0	20.0
420	2006	2008	2010	2012	2018	The Waves	Woolf, Virginia	1) core list	NaN	94	English	1900s	NaN	Q1217475	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
421	2006	2008	2010	2012	2018	To the North	Bowen, Elizabeth	1) core list	NaN	1106	Irish	1900s	NaN	NaN	Q235308	NaN	NaN	NaN	NaN	NaN	NaN	NaN
422	2006	2008	2010	2012	2018	The Thin Man	Hammett, Dashiell	1) core list	NaN	291	American	1900s	NaN	Q1198493	Q186335	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
423	2006	2008	2010	2012	2018	Journey to the End of the Night	Céline, Louis-Ferdinand	1) core list	Voyage au bout de la nuit	64	French	1900s	NaN	Q774233	Q151820	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
424	2006	NaN	NaN	NaN	NaN	Sunset Song	Gibbon, Lewis Grassic	2) Deleted 2008	NaN	446	Scottish	1900s	NaN	Q3655833	Q650800	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
425	NaN	2008	2010	2012	2018	The Return of Philip Latinowicz	Krleža, Miroslav	3) Added 2008	NaN	1098	NaN	1900s	NaN	Q1215882	Q325428	Montenegro	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ME	NaN	NaN	3194884	42.75	19.25
426	2006	2008	2010	2012	2018	The Radetzky March	Roth, Joseph	1) core list	NaN	217	NaN	1900s	NaN	Q610428	Q78509	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
427	NaN	2008	2010	2012	2018	The Forbidden Realm	Slauerhoff, Jan Jacob	3) Added 2008	Het verboden rijk  	1121	NaN	1900s	NaN	Q2310834	Q561650	NaN	NaN	NaN	Leeuwarden	NaN	NaN	NaN
428	2006	2008	2010	2012	2018	Cold Comfort Farm	Gibbons, Stella	1) core list	NaN	370	English	1900s	NaN	Q5142221	Q1252645	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
429	2006	2008	2010	2012	2018	Brave New World	Huxley, Aldous	1) core list	NaN	244	English	1900s	NaN	Q191949	Q81447	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
430	NaN	2008	2010	2012	2018	Vipers' Tangle	Mauriac, Francois	3) Added 2008	Le Nœud de vipères, Knot of Vipers	272	NaN	1900s	NaN	Q3225099	Q81685	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
431	2006	2008	2010	2012	2018	The Man Without Qualities	Musil, Robert	1) core list	NaN	735	Austrian	1900s	NaN	Q1195668	Q78487	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
432	NaN	2008	2010	2012	2018	Cheese	Elsschot, Willem	3) Added 2008	Kaas	975	NaN	1900s	NaN	Q2181161	Q554105	NaN	NaN	NaN	Antwerp	NaN	NaN	NaN
433	NaN	2008	2010	2012	2018	Man's Fate	Malraux, André	3) Added 2008	NaN	803	NaN	1900s	NaN	Q1618413	Q151164	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
434	2006	2008	2010	2012	2018	A Day Off	Jameson, Storm	1) core list	NaN	1294	English	1900s	NaN	NaN	Q541812	NaN	NaN	NaN	NaN	NaN	NaN	NaN
435	2006	2008	2010	2012	2018	Testament of Youth	Brittain, Vera	1) core list	NaN	191	English	1900s	NaN	Q2406418	Q450802	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
436	2006	2008	2010	2012	2018	The Autobiography of Alice B. Toklas	Stein, Gertrude	1) core list	NaN	986	American	1900s	NaN	Q6618986	Q188385	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
437	2006	2008	2010	2012	2018	Murder Must Advertise	Sayers, Dorothy L.	1) core list	NaN	62	English	1900s	NaN	Q2855327	Q106740	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
438	2006	2008	2010	2012	2018	Miss Lonelyhearts	West, Nathanael	1) core list	NaN	926	American	1900s	NaN	Q6876987	Q370521	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
439	2006	2008	2010	2012	2018	Call it Sleep	Roth, Henry	1) core list	NaN	692	American	1900s	NaN	Q5021517	Q1285419	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
440	NaN	2008	2010	2012	2018	The Street of Crocodiles	Schulz, Bruno	3) Added 2008	NaN	78	NaN	1900s	NaN	Q3182978	Q148886	NaN	NaN	NaN	Drohobych	NaN	NaN	NaN
441	2006	2008	2010	2012	2018	Thank You, Jeeves	Wodehouse, P.G.	1) core list	NaN	37	English	1900s	NaN	Q7710461	Q207515	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
442	2006	2008	2010	2012	2018	Tender is the Night	Fitzgerald, F. Scott	1) core list	NaN	557	American	1900s	NaN	Q247372	Q93354	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
443	2006	NaN	NaN	NaN	NaN	A Handful of Dust	Waugh, Evelyn	2) Deleted 2008	NaN	395	English	1900s	NaN	Q4004281	Q107002	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
444	2006	2008	2010	2012	2018	Tropic of Cancer	Miller, Henry	1) core list	NaN	833	American/French	1900s	NaN	Q1501700	Q187765	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
445	2006	2008	2010	2012	2018	The Postman Always Rings Twice	Cain, James M.	1) core list	NaN	513	American	1900s	NaN	Q934430	Q81071	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
446	2006	NaN	NaN	NaN	NaN	Novel With Cocaine	Ageyev, M.	2) Deleted 2008	NaN	1032	Russian	1900s	NaN	Q111903	Q517719	NaN	NaN	France	NaN	3017382	46.0	2.0
447	2006	NaN	NaN	NaN	NaN	Threepenny Novel	Brecht, Bertolt	2) Deleted 2008	NaN	914	German	1900s	NaN	Q7798044	Q38757	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
448	NaN	2008	2010	2012	2018	On the Heights of Despair	Cioran, Emil	3) Added 2008	NaN	44	NaN	1900s	NaN	Q102079174	Q193405	NaN	NaN	NaN	Rășinari	NaN	NaN	NaN
449	NaN	2008	2010	2012	2018	The Bells of Basel	Aragon, Louis	3) Added 2008	NaN	1278	NaN	1900s	NaN	Q427412	Q4128	NaN	NaN	France	NaN	3017382	46.0	2.0
450	2006	2008	2010	2012	2018	The Nine Tailors	Sayers, Dorothy L.	1) core list	NaN	224	English	1900s	NaN	Q1815880	Q106740	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
451	2006	NaN	NaN	NaN	NaN	Burmese Days	Orwell, George	2) Deleted 2008	NaN	524	English	1900s	NaN	Q1762079	Q3335	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
452	2006	NaN	NaN	NaN	NaN	England Made Me	Greene, Graham	2) Deleted 2008	NaN	1161	English	1900s	NaN	Q5377991	Q128560	NaN	NaN	NaN	Berkhamsted	NaN	NaN	NaN
453	2006	NaN	NaN	NaN	NaN	The House in Paris	Bowen, Elizabeth	2) Deleted 2008	NaN	916	Irish	1900s	NaN	Q366927	Q235308	NaN	NaN	NaN	Dublin	NaN	NaN	NaN
454	2006	2008	2010	2012	2018	Auto-da-Fé	Canetti, Elias	1) core list	NaN	297	Italian	1900s	NaN	Q1211666	Q80064	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
455	2006	2008	2010	2012	2018	They Shoot Horses, Don’t They?	McCoy, Horace	1) core list	NaN	456	American	1900s	NaN	Q2900609	Q359226	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
456	2006	2008	2010	2012	2018	The Last of Mr. Norris	Isherwood, Christopher	1) core list	NaN	752	English	1900s	NaN	Q6929440	Q310111	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
457	NaN	2008	2010	2012	2018	Untouchable	Anand, Mulk Raj	3) Added 2008	NaN	789	NaN	1900s	NaN	Q3641802	Q732434	India	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-IN	NaN	NaN	1269750	22.0	79.0
458	2006	2008	2010	2012	2018	Independent People	Laxness, Halldór	1) core list	NaN	134	Icelandic	1900s	NaN	Q3449499	Q80321	Iceland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IS	NaN	NaN	2629691	65.0	-18.0
459	2006	2008	2010	2012	2018	Nightwood	Barnes, Djuna	1) core list	NaN	850	American	1900s	NaN	Q11918676	Q234721	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
460	2006	2008	2010	2012	2018	At the Mountains of Madness	Lovecraft, H.P.	1) core list	NaN	415	American	1900s	NaN	Q786586	Q169566	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
461	2006	2008	2010	2012	2018	Absalom, Absalom!	Faulkner, William	1) core list	NaN	327	American	1900s	NaN	Q2181982	Q38392	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
462	2006	NaN	NaN	NaN	NaN	Wild Harbour	MacPherson, Ian	2) Deleted 2008	NaN	1291	Scottish	1900s	NaN	NaN	Q5982174	NaN	NaN	NaN	NaN	NaN	NaN	NaN
463	NaN	2008	2010	2012	2018	War with the Newts	Capek, Karel	3) Added 2008	NaN	75	NaN	1900s	NaN	Q1194994	Q155855	Czech Republic	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CZ	NaN	NaN	3077311	49.75	15.0
464	2006	2008	2010	2012	2018	Keep the Aspidistra Flying	Orwell, George	1) core list	NaN	467	English	1900s	NaN	Q1217656	Q3335	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
465	2006	2008	2010	2012	2018	Gone With the Wind	Mitchell, Margaret	1) core list	NaN	136	American	1900s	NaN	Q2870	Q173540	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
466	2006	2008	2010	2012	2018	The Thinking Reed	West, Rebecca	1) core list	NaN	1259	English	1900s	NaN	NaN	Q236669	NaN	NaN	NaN	NaN	NaN	NaN	NaN
467	2006	2008	2010	2012	2018	Eyeless in Gaza	Huxley, Aldous	1) core list	NaN	717	German	1900s	NaN	Q5422772	Q81447	Country unknown	https://d-nb.info/standards/vocab/gnd/geographic-area-code#ZZ	NaN	NaN	NaN	NaN	NaN
468	2006	2008	2010	2012	2018	Summer Will Show	Warner, Sylvia Townsend 	1) core list	NaN	1187	English	1900s	NaN	NaN	Q462270	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
469	2006	NaN	NaN	NaN	NaN	To Have and Have Not	Hemingway, Ernest	2) Deleted 2008	NaN	972	American	1900s	NaN	Q538390	Q23434	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
470	NaN	2008	2010	2012	2018	Rickshaw Boy	Lao, She	3) Added 2008	NaN	812	NaN	1900s	NaN	Q3140506	Q315167	NaN	NaN	People's Republic of China	NaN	1814991	35.0	105.0
471	2006	2008	2010	2012	2018	Out of Africa	Dinesen, Isak	1) core list	NaN	371	Danish	1900s	NaN	Q1756234	Q182804	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
472	2006	NaN	NaN	NaN	NaN	The Revenge for Love	Lewis, Wyndham	2) Deleted 2008	NaN	1279	Canadian	1900s	NaN	NaN	Q780102	NaN	NaN	NaN	NaN	NaN	NaN	NaN
473	2006	2008	2010	2012	2018	In Parenthesis	Jones, David	1) core list	NaN	574	English	1900s	NaN	Q6010393	Q725689	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
474	NaN	2008	2010	2012	2018	Ferdydurke	Gombrowicz, Witold	3) Added 2008	NaN	543	NaN	1900s	NaN	Q3057258	Q275175	Poland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PL	NaN	NaN	798544	52.0	20.0
475	NaN	2008	2010	2012	2018	The Blind Owl	Hedayat, Sadegh	3) Added 2008	NaN	231	NaN	1900s	NaN	Q1211660	Q315017	Iran	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-IR	NaN	NaN	130758	32.0	53.0
476	2006	2008	2010	2012	2018	The Hobbit	Tolkien, J.R.R.	1) core list	NaN	27	S. African/English	1900s	NaN	Q74287	Q892	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
