ID	2006 list	2008 list	2010 list	2012 list	2018 list	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	GND Arealabel	GND Areacode	P495	P19	Geonames ID	Latitude	Longitude
1	2006	NaN	NaN	NaN	NaN	Aesop’s Fables	Aesopus	2) Deleted 2008	NaN	174	Greek	pre-1700s	NaN	Q865902	Q43423	Ancient Greece	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XS	NaN	NaN	390903	39.0	22.0
2	2006	NaN	NaN	NaN	NaN	Metamorphoses	Ovid	2) Deleted 2008	NaN	368	Roman	pre-1700s	NaN	Q184742	Q7198	Rome	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XT	NaN	NaN	8354456	41.8925	12.48499
3	2006	NaN	NaN	NaN	NaN	Chaireas and Kallirhoe	Chariton	2) Deleted 2008	NaN	1136	NaN	pre-1700s	NaN	Q2972092	Q434567	Country unknown	https://d-nb.info/standards/vocab/gnd/geographic-area-code#ZZ	NaN	NaN	NaN	NaN	NaN
4	2006	NaN	NaN	NaN	NaN	An Ethiopian Romance  	Heliodorus	2) Deleted 2008	Aithiopika	1164	Syrian	pre-1700s	NaN	Q2657860	Q313011	Ancient Greece	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XS	NaN	NaN	390903	39.0	22.0
5	2006	2008	2010	2012	2018	The Thousand and One Nights	Anonymous	1) core list	NaN	525	Arabian	pre-1700s	NaN	Q8258	Q4233718	Arab Countries	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XX	NaN	NaN	12218088	26.35058	50.16805
6	NaN	2008	2010	2012	2018	The Tale of the Bamboo Cutter	Anonymous	3) Added 2008	NaN	873	NaN	pre-1700s	NaN	Q923593	Q4233718	Japan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-JP	NaN	NaN	1861060	35.68536	139.75309
7	NaN	2008	2010	2012	2018	The Tale of Genji	Murasaki, Shikibu	3) Added 2008	NaN	1082	NaN	pre-1700s	NaN	Q8269	Q81731	Japan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-JP	NaN	NaN	1861060	35.68536	139.75309
8	NaN	2008	2010	2012	2018	Romance of the Three Kingdoms	Luo, Guanzhong 	3) Added 2008	NaN	1158	NaN	pre-1700s	NaN	Q70806	Q264517	China	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-CN	NaN	NaN	1814991	35.0	105.0
9	NaN	2008	2010	2012	2018	The Water Margin	Shi, Nai'an 	3) Added 2008	NaN	414	NaN	pre-1700s	NaN	Q70827	Q1777502	NaN	NaN	People's Republic of China	NaN	1814991	35.0	105.0
10	NaN	2008	2010	2012	2018	Tirant lo Blanc	Martorell, Joanot	3) Added 2008	NaN	1280	NaN	pre-1700s	NaN	Q559667	Q363836	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
11	NaN	2008	2010	2012	2018	La Celestina	Rojas, Fernando de	3) Added 2008	NaN	1154	NaN	pre-1700s	NaN	Q583705	Q353841	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
12	NaN	2008	2010	2012	2018	Amadis of Gaul	Montalvo, Garci Rodríguez de 	3) Added 2008	NaN	1195	NaN	pre-1700s	NaN	Q452075	Q723468	NaN	NaN	Spain	NaN	2510769	40.0	-4.0
13	NaN	2008	2010	2012	2018	The Life of Lazarillo de Tormes	Anonymous	3) Added 2008	La vida del Lazarillo de Tormes  	1001	NaN	pre-1700s	NaN	Q770895	Q4233718	NaN	NaN	Spain	NaN	2510769	40.0	-4.0
14	2006	2008	2010	2012	2018	Gargantua and Pantagruel	Rabelais, François	1) core list	NaN	1055	French	pre-1700s	NaN	Q822290	Q131018	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
15	NaN	2008	2010	2012	2018	The Lusiads	Camões, Luís de	3) Added 2008	NaN	293	NaN	pre-1700s	NaN	Q781898	Q590	Portugal	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PT	NaN	NaN	2264397	39.6945	-8.13057
16	NaN	2008	2010	2012	2018	Monkey: Journey to the West	Wu, Cheng'en	3) Added 2008	NaN	294	NaN	pre-1700s	NaN	Q70784	Q228889	China	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-CN	NaN	NaN	1814991	35.0	105.0
17	2006	NaN	NaN	NaN	NaN	Euphues: The Anatomy of Wit	Lyly, John	2) Deleted 2008	NaN	1297	English	pre-1700s	NaN	Q5410723	Q261627	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
18	2006	2008	2010	2012	2018	The Unfortunate Traveller	Nashe, Thomas	1) core list	NaN	1200	English	pre-1700s	NaN	Q1588078	Q443042	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
19	NaN	2008	2010	2012	2018	Thomas of Reading	Deloney, Thomas	3) Added 2008	NaN	1307	NaN	pre-1700s	NaN	Q127500887	Q1530410	NaN	NaN	NaN	London	NaN	NaN	NaN
20	2006	2008	2010	2012	2018	The Golden Ass	Apuleius, Lucius	1) core list	NaN	465	Roman	pre-1700s	NaN	Q1044767	Q170512	Rome	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XT	NaN	NaN	8354456	41.8925	12.48499
21	2006	2008	2010	2012	2018	Don Quixote	Cervantes Saavedra, Miguel de	1) core list	NaN	840	Spanish	pre-1700s	NaN	Q480	Q5682	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
22	NaN	2008	2010	2012	2018	The Travels of Persiles and Sigismunda	Cervantes Saavedra, Miguel de	3) Added 2008	Los trabajos de Persiles y Sigismunda	1123	Spanish	pre-1700s	NaN	Q2634153	Q5682	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
23	NaN	2008	2010	2012	2018	The Conquest of New Spain	Díaz del Castillo, Bernal	3) Added 2008	NaN	234	NaN	pre-1700s	NaN	Q378485	Q315795	NaN	NaN	Captaincy General of Guatemala	NaN	3595528	15.5	-90.25
24	NaN	2008	2010	2012	2018	The Adventurous Simplicissimus	Grimmelshausen, Hans von	3) Added 2008	Der abenteuerliche Simplicissimus	946	NaN	pre-1700s	NaN	Q705839	Q31220	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
25	2006	NaN	NaN	NaN	NaN	The Pilgrim’s Progress	Bunyan, John	2) Deleted 2008	NaN	259	English	pre-1700s	NaN	Q268211	Q108206	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
26	2006	2008	2010	2012	2018	The Princess of Clèves	La Fayette, Madame de	1) core list	La Princess de Clèves	1122	French	pre-1700s	NaN	Q107608613	Q237090	NaN	NaN	NaN	Paris	NaN	NaN	NaN
27	2006	2008	2010	2012	2018	Oroonoko	Behn, Aphra	1) core list	NaN	1272	English	pre-1700s	NaN	Q2453934	Q231886	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
28	2006	NaN	NaN	NaN	NaN	A Tale of a Tub	Swift, Jonathan	2) Deleted 2008	NaN	1005	English	1700s	NaN	Q2353123	Q41166	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
29	2006	2008	2010	2012	2018	Robinson Crusoe	Defoe, Daniel	1) core list	NaN	834	English	1700s	NaN	Q483034	Q40946	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
30	2006	2008	2010	2012	2018	Love in Excess	Haywood, Eliza	1) core list	NaN	1188	English	1700s	NaN	Q1588738	Q1559438	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
31	2006	2008	2010	2012	2018	Moll Flanders	Defoe, Daniel	1) core list	NaN	1034	English	1700s	NaN	Q612523	Q40946	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
32	2006	NaN	NaN	NaN	NaN	Roxana	Defoe, Daniel	2) Deleted 2008	NaN	1147	English	1700s	NaN	Q3825485	Q40946	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
33	2006	2008	2010	2012	2018	Gulliver’s Travels	Swift, Jonathan	1) core list	NaN	990	English	1700s	NaN	Q181488	Q41166	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
34	2006	2008	2010	2012	2018	A Modest Proposal	Swift, Jonathan	1) core list	NaN	106	English	1700s	NaN	Q264143	Q41166	Ireland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IE	NaN	NaN	2963597	53.0	-8.0
35	2006	2008	2010	2012	2018	Joseph Andrews	Fielding, Henry	1) core list	NaN	1204	English	1700s	NaN	Q784226	Q34190	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
36	2006	2008	2010	2012	2018	Memoirs of Martinus Scriblerus	Arbuthnot, John et al	1) core list	NaN	1090	Irish	1700s	NaN	Q2587918	Q435816	NaN	NaN	NaN	Inverbervie	NaN	NaN	NaN
37	2006	2008	2010	2012	2018	Pamela	Richardson, Samuel	1) core list	NaN	1299	English	1700s	NaN	Q2048624	Q295941	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
38	2006	2008	2010	2012	2018	Clarissa	Richardson, Samuel	1) core list	NaN	1276	English	1700s	NaN	Q980534	Q295941	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
39	2006	NaN	NaN	NaN	NaN	Roderick Random	Smollett, Tobias George	2) Deleted 2008	NaN	1157	English	1700s	NaN	Q7712626	Q356283	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
40	2006	2008	2010	2012	2018	Tom Jones	Fielding, Henry	1) core list	NaN	1023	English	1700s	NaN	Q248096	Q34190	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
41	2006	2008	2010	2012	2018	Fanny Hill	Cleland, John	1) core list	NaN	1186	English	1700s	NaN	Q1395765	Q460861	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
42	2006	2008	2010	2012	2018	Peregrine Pickle	Smollett, Tobias George	1) core list	NaN	1222	Scottish	1700s	NaN	Q7712607	Q356283	NaN	NaN	NaN	Cardross	NaN	NaN	NaN
43	2006	NaN	NaN	NaN	NaN	Amelia	Fielding, Henry	2) Deleted 2008	NaN	1171	English	1700s	NaN	Q2842656	Q34190	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
44	2006	2008	2010	2012	2018	The Female Quixote	Lennox, Charlotte	1) core list	NaN	1069	America	1700s	NaN	Q1404172	Q441757	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
45	2006	2008	2010	2012	2018	Candide	Voltaire	1) core list	NaN	565	French	1700s	NaN	Q215894	Q9068	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
46	2006	2008	2010	2012	2018	The History of Rasselas, Prince of Abissinia  	Johnson, Samuel	1) core list	NaN	1084	English	1700s	NaN	Q3419875	Q183266	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
47	2006	2008	2010	2012	2018	Julie; or, the New Eloise	Rousseau, Jean-Jacques	1) core list	NaN	1224	French	1700s	NaN	Q42191769	Q6527	NaN	NaN	NaN	Geneva	NaN	NaN	NaN
48	2006	2008	2010	2012	2018	Émile; or, On Education	Rousseau, Jean-Jacques	1) core list	NaN	1037	French	1700s	NaN	Q913599	Q6527	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
49	2006	2008	2010	2012	2018	The Castle of Otranto	Walpole, Horace	1) core list	NaN	1223	English	1700s	NaN	Q548576	Q309903	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
50	2006	2008	2010	2012	2018	The Vicar of Wakefield	Goldsmith, Oliver	1) core list	NaN	1052	English	1700s	NaN	Q1196205	Q236236	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
51	2006	2008	2010	2012	2018	Tristram Shandy	Sterne, Laurence	1) core list	NaN	949	English	1700s	NaN	Q1164083	Q218960	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
52	2006	2008	2010	2012	2018	A Sentimental Journey	Sterne, Laurence	1) core list	NaN	1148	English	1700s	NaN	Q768792	Q218960	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
53	2006	2008	2010	2012	2018	The Man of Feeling	Mackenzie, Henry	1) core list	NaN	1266	Scottish	1700s	NaN	Q7750109	Q1276720	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
54	2006	2008	2010	2012	2018	Humphry Clinker	Smollett, Tobias George	1) core list	NaN	1156	Scottish	1700s	NaN	Q3203413	Q356283	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
55	2006	2008	2010	2012	2018	The Sorrows of Young Werther	Goethe, Johann Wolfgang von	1) core list	NaN	778	German	1700s	NaN	Q151883	Q5879	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
56	2006	2008	2010	2012	2018	Evelina	Burney, Fanny	1) core list	NaN	938	English	1700s	NaN	Q1635110	Q259530	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
57	2006	2008	2010	2012	2018	Reveries of a Solitary Walker	Rousseau, Jean-Jacques	1) core list	NaN	835	French	1700s	NaN	Q129476	Q6527	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
58	2006	2008	2010	2012	2018	Dangerous Liaisons	Laclos, Pierre Choderlos de 	1) core list	NaN	213	French	1700s	NaN	Q862050	Q212476	NaN	NaN	France	NaN	3017382	46.0	2.0
59	2006	2008	2010	2012	2018	Confessions	Rousseau, Jean-Jacques	1) core list	NaN	1056	French	1700s	NaN	Q1207595	Q6527	Switzerland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CH	NaN	NaN	2658434	47.00016	8.01427
60	2006	NaN	NaN	NaN	NaN	Cecilia	Burney, Fanny	2) Deleted 2008	NaN	1064	English	1700s	NaN	Q3233990	Q259530	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
61	2006	2008	2010	2012	2018	The 120 Days of Sodom	Sade, Marquis de	1) core list	NaN	1262	French	1700s	NaN	Q1210734	Q123867	NaN	NaN	France	NaN	3017382	46.0	2.0
62	NaN	2008	2010	2012	2018	Anton Reiser	Moritz, Karl Philipp	3) Added 2008	NaN	1051	NaN	1700s	NaN	Q593385	Q215781	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
63	2006	2008	2010	2012	2018	Vathek	Beckford, William Thomas	1) core list	NaN	1191	English	1700s	NaN	Q54548	Q361026	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
64	2006	2008	2010	2012	2018	Justine	Sade, Marquis de	1) core list	NaN	1129	French	1700s	NaN	Q1329470	Q123867	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
65	NaN	2008	2010	2012	2018	A Dream of Red Mansions	Cao, Xueqin 	3) Added 2008	NaN	201	NaN	1700s	NaN	Q8265	Q182874	China	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-CN	NaN	NaN	1814991	35.0	105.0
66	2006	2008	2010	2012	2018	The Adventures of Caleb Williams	Godwin, William	1) core list	NaN	1127	English	1700s	NaN	Q7784409	Q188569	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
67	2006	2008	2010	2012	2018	The Interesting Narrative	Equiano, Olaudah	1) core list	NaN	757	Nigerian	1700s	NaN	Q7742270	Q379887	NaN	NaN	NaN	Isseke	NaN	NaN	NaN
68	2006	2008	2010	2012	2018	The Mysteries of Udolpho	Radcliffe, Ann	1) core list	NaN	1209	English	1700s	NaN	Q2600909	Q231944	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
69	2006	2008	2010	2012	2018	Wilhelm Meister’s Apprenticeship	Goethe, Johann Wolfgang von	1) core list	NaN	772	German	1700s	NaN	Q1194031	Q5879	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
70	2006	2008	2010	2012	2018	The Monk	Lewis, M.G.	1) core list	NaN	694	English	1700s	NaN	Q2659564	Q121060	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
71	2006	2008	2010	2012	2018	Camilla	Burney, Fanny	1) core list	NaN	1054	English	1700s	NaN	Q2934813	Q259530	NaN	NaN	NaN	King's Lynn	NaN	NaN	NaN
72	2006	2008	2010	2012	2018	Jacques the Fatalist	Diderot, Denis	1) core list	NaN	584	French	1700s	NaN	Q945216	Q448	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
73	2006	2008	2010	2012	2018	The Nun	Diderot, Denis	1) core list	NaN	806	French	1700s	NaN	Q1209658	Q448	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
74	2006	2008	2010	2012	2018	Hyperion	Hölderlin, Friedrich	1) core list	Hyperion oder Der Eremit in Griechenland  	361	German	1700s	NaN	Q1190094	Q75889	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
75	2006	2008	2010	2012	2018	Castle Rackrent	Edgeworth, Maria	1) core list	NaN	1228	English	1800s	NaN	Q5050238	Q237575	Ireland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IE	NaN	NaN	2963597	53.0	-8.0
76	NaN	2008	2010	2012	2018	Henry of Ofterdingen	Novalis	3) Added 2008	NaN	948	NaN	1800s	NaN	Q58178849	Q60684	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
77	2006	2008	2010	2012	2018	Rameau’s Nephew	Diderot, Denis	1) core list	NaN	1130	French	1800s	NaN	Q1336786	Q448	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
78	2006	2008	2010	2012	2018	Elective Affinities	Goethe, Johann Wolfgang von	1) core list	NaN	781	German	1800s	NaN	Q951198	Q5879	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
79	2006	NaN	NaN	NaN	NaN	The Absentee	Edgeworth, Maria	2) Deleted 2008	NaN	1041	English	1800s	NaN	Q7712149	Q237575	NaN	NaN	NaN	Oxfordshire	NaN	NaN	NaN
80	NaN	2008	2010	2012	2018	Michael Kohlhaas	Kleist, Heinrich von	3) Added 2008	NaN	1015	NaN	1800s	NaN	Q279676	Q28494	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
81	2006	2008	2010	2012	2018	Sense and Sensibility	Austen, Jane	1) core list	NaN	175	English	1800s	NaN	Q274744	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
82	2006	2008	2010	2012	2018	Pride and Prejudice	Austen, Jane	1) core list	NaN	25	English	1800s	NaN	Q170583	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
83	2006	2008	2010	2012	2018	Mansfield Park	Austen, Jane	1) core list	NaN	594	English	1800s	NaN	Q469690	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
84	2006	2008	2010	2012	2018	Emma	Austen, Jane	1) core list	NaN	306	English	1800s	NaN	Q223880	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
85	2006	2008	2010	2012	2018	Rob Roy	Scott, Sir Walter	1) core list	NaN	928	Scottish	1800s	NaN	Q2156104	Q79025	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
86	2006	NaN	NaN	NaN	NaN	Ormond	Edgeworth, Maria	2) Deleted 2008	NaN	1225	English	1800s	NaN	Q7103428	Q237575	NaN	NaN	NaN	Oxfordshire	NaN	NaN	NaN
87	2006	NaN	NaN	NaN	NaN	Persuasion	Austen, Jane	2) Deleted 2008	NaN	73	English	1800s	NaN	Q333179	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
88	2006	NaN	NaN	NaN	NaN	Northanger Abbey	Austen, Jane	2) Deleted 2008	NaN	530	English	1800s	NaN	Q477508	Q36322	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
89	2006	2008	2010	2012	2018	Frankenstein	Shelley, Mary	1) core list	NaN	609	English	1800s	NaN	Q150827	Q47152	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
90	2006	2008	2010	2012	2018	Ivanhoe	Scott, Sir Walter	1) core list	NaN	813	Scottish	1800s	NaN	Q840974	Q79025	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
91	2006	NaN	NaN	NaN	NaN	The Monastery	Scott, Sir Walter	2) Deleted 2008	NaN	1231	Scottish	1800s	NaN	Q3224650	Q79025	NaN	NaN	Scotland	NaN	2635167	54.75844	-2.69531
92	2006	2008	2010	2012	2018	Melmoth the Wanderer	Maturin, Charles Robert	1) core list	NaN	984	Irish	1800s	NaN	Q1475956	Q561027	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
93	2006	NaN	NaN	NaN	NaN	The Albigenses	Maturin, Charles Robert	2) Deleted 2008	NaN	1312	Irish	1800s	NaN	Q117317300	Q561027	NaN	NaN	NaN	Dublin	NaN	NaN	NaN
94	NaN	2008	2010	2012	2018	The Life and Opinions of the Tomcat Murr	Hoffman, E.T.A.	3) Added 2008	Lebensansichten des Katers Murr  	529	NaN	1800s	NaN	Q1314475	Q150471	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
95	2006	2008	2010	2012	2018	The Private Memoirs and Confessions of a Justified Sinner	Hogg, James	1) core list	NaN	888	Scottish	1800s	NaN	Q2992437	Q941810	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
96	NaN	2008	2010	2012	2018	The Life of a Good-for-Nothing	Eichendorff, Joseph von	3) Added 2008	Aus dem Leben eines Taugenichts  	1146	NaN	1800s	NaN	Q777658	Q77204	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
97	2006	2008	2010	2012	2018	Last of the Mohicans	Cooper, James Fenimore	1) core list	NaN	837	American	1800s	NaN	Q493574	Q167856	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
98	2006	2008	2010	2012	2018	The Betrothed	Manzoni, Alessandro	1) core list	I Promessi Sposi	924	Italian	1800s	NaN	Q28491	Q1064	Italy	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IT	NaN	NaN	3175395	42.83333	12.83333
99	2006	2008	2010	2012	2018	The Red and the Black	Stendhal	1) core list	NaN	637	French	1800s	NaN	Q192649	Q502	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
100	2006	2008	2010	2012	2018	The Hunchback of Notre Dame	Hugo, Victor	1) core list	NaN	355	French	1800s	NaN	Q191380	Q535	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
101	NaN	2008	2010	2012	2018	Eugene Onegin	Pushkin, Alexander	3) Added 2008	NaN	120	Russian	1800s	NaN	Q50948	Q7200	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
102	2006	2008	2010	2012	2018	Eugénie Grandet	Balzac, Honoré de	1) core list	NaN	585	French	1800s	NaN	Q1373644	Q9711	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
103	2006	2008	2010	2012	2018	Père Goriot	Balzac, Honoré de	1) core list	Le Père Goriot	567	French	1800s	NaN	Q240617	Q9711	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
104	2006	2008	2010	2012	2018	The Nose	Gogol, Nikolay	1) core list	NaN	324	Russian	1800s	NaN	Q785580	Q43718	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
105	2006	2008	2010	2012	2018	Oliver Twist	Dickens, Charles	1) core list	NaN	635	English	1800s	NaN	Q164974	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
106	2006	NaN	NaN	NaN	NaN	The Life and Adventures of Nicholas Nickleby	Dickens, Charles	2) Deleted 2008	NaN	685	English	1800s	NaN	Q847642	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
107	NaN	2008	2010	2012	2018	The Lion of Flanders	Conscience, Hendrik	3) Added 2008	NaN	1247	NaN	1800s	NaN	Q977727	Q378133	NaN	NaN	Belgium	NaN	2802361	50.75	4.5
