ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID
1019	2006	2008	2010	2012	2018		Foucault’s Pendulum	Eco, Umberto	1) core list	Il pendolo di Fucault	599	Italian	1900s		Q437791
1020	2006						Cat’s Eye	Atwood, Margaret	2) Deleted 2008		442	Canadian	1900s		Q1736876
1021	2006						The Book of Evidence	Banville, John	2) Deleted 2008		821	Irish	1900s		Q3824337
1022		2008	2010	2012	2018		Gimmick!	Zwagerman, Joost	3) Added 2008		1285	Dutch	1900s		Q104007391
1023		2008	2010	2012	2018		Obabakoak	Atxaga, Bernardo	3) Added 2008		714		1900s		Q3571247
1024		2008	2010	2012	2018		Inland	Murnane, Gerald	3) Added 2008		859		1900s		Q23764748
1025	2006	2008	2010	2012	2018		A Prayer for Owen Meany	Irving, John	1) core list		85	American	1900s		Q13911
1026	2006	2008	2010	2012	2018		Like Water for Chocolate	Esquivel, Laura	1) core list		288	Mexican	1900s		Q1777072
1027	2006	2008	2010	2012	2018		The History of the Siege of Lisbon	Saramago, José	1) core list		687	Portugal	1900s		Q2701463
1028	2006	2008	2010	2012	2018		The Trick is to Keep Breathing	Galloway, Janice	1) core list		658	Scottish	1900s		Q7770203
1029	2006						The Temple of My Familiar	Walker, Alice	2) Deleted 2008		242	American	1900s		Q7768366
1030		2008	2010	2012	2018		The Great Indian Novel	Tharoor, Shashi	3) Added 2008		610		1900s		Q7737811
1031	2006	2008	2010	2012	2018		The Melancholy of Resistance	Krasznahorkai, László	1) core list		114	Hugarian	1900s		Q785109
1032	2006	2008	2010	2012	2018		Remains of the Day	Ishiguro, Kazuo	1) core list		88	Japanese/English	1900s		Q829934
1033	2006						Billy Bathgate	Doctorow, E.L.	2) Deleted 2008		703	American	1900s		Q3734045
1034	2006	2008	2010	2012	2018		London Fields	Amis, Martin	1) core list		896	English	1900s		Q6670367
1035	2006	2008	2010	2012	2018		Moon Palace	Auster, Paul	1) core list		377	American	1900s		Q1944147
1036	2006	2008	2010	2012	2018		Sexing the Cherry	Winterson, Jeanette	1) core list		535	English	1900s		Q3795782
1037	2006						A Disaffection	Kelman, James	2) Deleted 2008		974	Scottish	1900s		Q347332
1038	2006	2008	2010	2012	2018		Like Life	Moore, Lorrie	1) core list		140	American	1900s		
1039	2006						A Home at the End of the World	Cunningham, Michael	2) Deleted 2008		441	American	1900s		Q15056790
1040	2006	2008	2010	2012	2018		The Buddha of Suburbia	Kureishi, Hanif	1) core list		764	English	1900s		Q1192689
1041	2006						Possession	Byatt, A.S.	2) Deleted 2008		564	English	1900s		Q428581
1042		2008	2010	2012	2018		The Shadow Lines	Ghosh, Amitav	3) Added 2008		560		1900s		Q7763545
1043	2006	2008	2010	2012	2018		The Midnight Examiner	Kotzwinkle, William	1) core list		1243	American	1900s		
1044	2006	2008	2010	2012	2018		The Things They Carried	O'Brien, Tim	1) core list		80	American	1900s		Q1633953
1045	2006	2008	2010				The Music of Chance	Auster, Paul	6) Deleted 2012		410	American	1900s		Q1214916
1046	2006	2008	2010	2012	2018		Stone Junction	Dodge, Jim	1) core list		212	American	1900s		
1047	2006	2008	2010	2012	2018		Amongst Women	McGahern, John	1) core list		424	Irish	1900s		Q473979
1048	2006	2008	2010	2012	2018		Get Shorty	Leonard, Elmore	1) core list		374	American	1900s		Q16385799
1049	2006						Wise Children	Carter, Angela	2) Deleted 2008		372	English	1900s		Q3744835
1050	2006						Señor Vivo and the Coca Lord	De Bernières, Louis	2) Deleted 2008		180	English	1900s		Q17020356
1051	2006						Downriver	Sinclair, Iain	2) Deleted 2008		1239	Wales	1900s		
1052		2008	2010	2012	2018		The Daughter	Matesis, Pavlos	3) Added 2008		76		1900s		Q21286537
1053	2006	2008	2010	2012	2018		Vertigo	Sebald, W.G.	1) core list		251		1900s		Q4010296
1054	2006						Vineland	Pynchon, Thomas	2) Deleted 2008		952	American	1900s		Q2738674
1055	2006	2008	2010	2012	2018		American Psycho	Ellis, Bret Easton	1) core list		592	American	1900s		Q466504
1056		2008	2010	2012	2018		The Laws	Palmen, Connie	3) Added 2008		1153		1900s		Q2604674
1057		2008	2010	2012	2018		Faceless Killers	Mankell, Henning	3) Added 2008		642		1900s		Q1958087
1058		2008	2010	2012	2018		Astradeni	Fakinou, Eugenia	3) Added 2008		705		1900s		
1059	2006	2008	2010	2012	2018		Regeneration	Barker, Pat	1) core list		198	English	1900s		Q1400132
1060	2006	2008	2010	2012	2018		Typical	Powell, Padgett	1) core list		1181	American	1900s		
1061	2006	2008	2010	2012	2018		Mao II	DeLillo, Don	1) core list		846	American	1900s		Q6753587
1062	2006						Time’s Arrow	Amis, Martin	2) Deleted 2008		730	English	1900s		Q7804773
1063	2006	2008	2010	2012	2018		Wild Swans	Chang, Jung	1) core list		66	Chinese	1900s		Q1754282
1064	2006	2008	2010	2012	2018		Arcadia	Crace, Jim	1) core list		1179	English	1900s		
1065	2006	2008	2010	2012	2018		Hideous Kinky	Freud, Esther	1) core list		1076	English	1900s		Q2491076
1066	2006						Black Dogs	McEwan, Ian	2) Deleted 2008		1075	English	1900s		Q1704438
1067		2008	2010	2012	2018		Memoirs of Rain	Gupta, Sunetra	3) Added 2008		1275		1900s		
1068	2006	2008	2010	2012	2018		Asphodel	Doolittle, Hilda	1) core list		1290	Swiss	1900s		
1069	2006						The Heather Blazing	Tóibín, Colm	2) Deleted 2008		742	Irish	1900s		Q7739255
1070	2006						Black Water	Oates, Joyce Carol	2) Deleted 2008		1012	American	1900s		Q3423065
1071	2006	2008	2010	2012	2018		The Butcher Boy	McCabe, Patrick	1) core list		553	Irish	1900s		Q43891
1072	2006	2008	2010	2012	2018		Smilla’s Sense of Snow	Høeg, Peter	1) core list		829	Danish	1900s		Q767189
1073		2008	2010	2012	2018		The Dumas Club	Pérez-Reverte, Arturo	3) Added 2008		622		1900s		Q1192798
1074	2006	2008	2010	2012	2018		Written on the Body	Winterson, Jeanette	1) core list		132	English	1900s		Q123421333
1075	2006	2008	2010	2012	2018		The Crow Road	Banks, Iain	1) core list		275	Scottish	1900s		Q16241321
1076	2006	2008	2010	2012	2018		Indigo	Warner, Marina	1) core list		1246	English	1900s		Q6024737
1077	2006	2008	2010	2012	2018		The English Patient	Ondaatje, Michael	1) core list			Sri Lanka	1900s		Q1292533
1078	2006						Jazz	Morrison, Toni	2) Deleted 2008		563	American	1900s		Q3163324
1079	2006	2008	2010	2012	2018		Possessing the Secret of Joy	Walker, Alice	1) core list		170	American	1900s		Q7233383
1080	2006						A Heart So White	Marias, Javier	2) Deleted 2008		264	Spanish	1900s		Q1917901
1081		2008	2010	2012	2018		All the Pretty Horses	McCarthy, Cormac	3) Added 2008		246	American	1900s		Q264519
1082		2008	2010	2012	2018		The Triple Mirror of the Self	Ghose, Zulfikar	3) Added 2008		1306		1900s		
1083		2008	2010	2012	2018		Uncle Petros and Goldbach's Conjecture	Doxiadis, Apostolos	3) Added 2008		255		1900s		Q3045323
1084	2006	2008	2010	2012	2018		The Discovery of Heaven	Mulisch, Harry	1) core list	De ontdekking van de hemel	211	Dutch	1900s		Q1212173
1085	2006	2008	2010	2012	2018		Life is a Caravanserai	Özdamar, Emine	1) core list		1159	Turkish	1900s		
1086		2008	2010	2012	2018		Before Night Falls	Arenas, Reinaldo	3) Added 2008		99		1900s		Q15094143
1087	2006	2008	2010	2012	2018		The Secret History	Tartt, Donna	1) core list		214	American	1900s		Q1218321
1088	2006						The Emigrants	Sebald, W.G.	2) Deleted 2008		79	German	1900s		Q1211151
1089	2006						The Robber Bride	Atwood, Margaret	2) Deleted 2008		677	Canadian	1900s		Q264182
1090	2006						The House of Doctor Dee	Ackroyd, Peter	2) Deleted 2008		1210	English	1900s		Q7740602
1091		2008	2010	2012	2018		The Adventures and Misadventures of Maqroll	Mutis, Alvaro	3) Added 2008		124		1900s		Q7712487
1092		2008	2010	2012	2018		Remembering Babylon	Malouf, David	3) Added 2008		1068		1900s		Q631460
1093		2008	2010	2012	2018		The Holder of the World	Mukherjee, Bharati	3) Added 2008		1163		1900s		Q7739927
1094	2006	2008	2010	2012	2018		The Virgin Suicides	Eugenides, Jeffrey	1) core list		480	American	1900s		Q2269564
1095	2006	2008	2010	2012	2018		The Stone Diaries	Shields, Carol	1) core list		510	Canadian	1900s		Q3797249
1096	2006	2008	2010	2012	2018		A Suitable Boy	Seth, Vikram	1) core list		659	Indian	1900s		Q2918491
1097	2006	2008	2010	2012	2018		What a Carve Up!	Coe, Jonathan	1) core list		236	English	1900s		Q3519092
1098	2006	2008	2010	2012	2018		On Love	De Botton, Alain	1) core list		243	Swiss	1900s		Q2533282
1099	2006						Complicity	Banks, Iain	2) Deleted 2008		547	Scottish	1900s		Q5156663
1100	2006						Operation Shylock	Roth, Philip	2) Deleted 2008		832	American	1900s		Q2892749
1101		2008	2010	2012	2018		The Twins	Loo, Tessa de	3) Added 2008	De Tweeling	996	Dutch	1900s		Q2191633
1102	2006	2008	2010	2012	2018		Looking for the Possible Dance	Kennedy, A.L.	1) core list		1253	Scottish	1900s		
1103	2006	2008	2010	2012	2018		Birdsong	Faulks, Sebastian	1) core list		189	English	1900s		Q3405048
1104	2006						Trainspotting	Welsh, Irvine	2) Deleted 2008		155	Scottish	1900s		Q11279562
1105	2006	2008	2010	2012	2018		The Shipping News	Proulx, E. Annie	1) core list		498	American	1900s		Q11009630
1106		2008	2010	2012	2018		Waiting for the Dark, Waiting for the Light	Klima, Ivan	3) Added 2008		1102		1900s		Q38030449
1107	2006	2008	2010	2012	2018		The Invention of Curried Sausage	Timm, Uwe	1) core list		1059	German	1900s		Q1212155
1108	2006	2008	2010	2012	2018		Disappearance	Dabydeen, David	1) core list		1298	Guyana	1900s		
1109		2008	2010	2012	2018		Deep River	Endo, Shusaku	3) Added 2008		494		1900s		Q5250267
1110	2006	2008	2010				Felicia’s Journey	Trevor, William	6) Deleted 2012		905	Irish	1900s		Q5441700
1111	2006	2008	2010	2012	2018		Captain Corelli’s Mandolin	De Bernières, Louis	1) core list		341	England	1900s		Q1777087
1112	2006	2008	2010	2012	2018		How Late It Was, How Late	Kelman, James	1) core list		1047	Scottish	1900s		Q2076441
1113	2006	2008	2010	2012	2018		City Sister Silver	Topol, Jáchym	1) core list		971	Czech	1900s		Q18175509
1114	2006	2008	2010	2012	2018		Pereira Declares: A Testimony	Tabucchi, Antonio	1) core list	Sostiene Pereira	91	Italian	1900s		Q1220988
1115	2006	2008	2010	2012	2018		The Wind-Up Bird Chronicle	Murakami, Haruki	1) core list		139	Japanese	1900s		Q976992
1116	2006						The Master of Petersburg	Coetzee, J.M.	2) Deleted 2008		982	S. African	1900s		Q2070594
1117		2008	2010	2012	2018		Our Lady of the Assassins	Vallejo, Fernando	3) Added 2008		862		1900s		Q926145
1118	2006	2008	2010	2012	2018		Land	Park,, Kyŏng-ni 	1) core list		1248	S Korean	1900s		Q7813427
1119	2006	2008	2010	2012	2018		Whatever	Houellebecq, Michel	1) core list		963		1900s		Q784197
1120	2006						The Folding Star	Hollinghurst, Alan	2) Deleted 2008		962	English	1900s		Q629646
1121	2006						Mr. Vertigo	Auster, Paul	2) Deleted 2008		403	American	1900s		Q1951470
1122		2008	2010	2012	2018		Troubling Love	Ferrante, Elena	3) Added 2008		1173		1900s		Q65129990
1123		2008	2010	2012	2018		The Late-Night News	Markaris, Petros	3) Added 2008		908		1900s		Q4003199
1124	2006	2008	2010	2012	2018		The End of the Story	Davis, Lydia	1) core list		930	American	1900s		Q19086017
1125	2006	2008	2010	2012	2018		Love’s Work	Rose, Gillian	1) core list		759	English	1900s		
1126	2006	2008	2010	2012	2018		A Fine Balance	Mistry, Rohinton	1) core list		20	Indian	1900s		Q48829
1127	2006	2008	2010	2012	2018		The Reader	Schlink, Bernhard	1) core list		636	German	1900s		Q311449
1128	2006						The Rings of Saturn	Sebald, W.G.	2) Deleted 2008		34	German	1900s		Q7760819
1129	2006						Sabbath’s Theater	Roth, Philip	2) Deleted 2008		641	American	1900s		Q3795983
1130	2006						The Moor’s Last Sigh	Rushdie, Salman	2) Deleted 2008		463	Indian	1900s		Q1139328
1131	2006						The Information	Amis, Martin	2) Deleted 2008		1073	English	1900s		Q7742008
1132		2008	2010	2012	2018		Santa Evita	Martinez, Tomas Eloy	3) Added 2008		843		1900s		Q16166726
1133	2006	2008	2010	2012	2018		Morvern Callar	Warner, Alan	1) core list		884	Scottish	1900s		Q6915172
1134	2006	2008	2010	2012	2018		The Unconsoled	Ishiguro, Kazuo	1) core list		1089	Japanese	1900s		Q7771331
1135	2006	2008	2010	2012	2018		Alias Grace	Atwood, Margaret	1) core list		352	Canadian	1900s		Q3818322
1136	2006	2008	2010	2012	2018		The Clay Machine-Gun	Pelevin, Victor	1) core list	aka Buddha's Little Finger	47	Russian	1900s		Q1962238
1137	2006	2008	2010	2012	2018		Infinite Jest	Wallace, David Foster	1) core list		153	American	1900s		Q1077445
1138	2006	2008	2010	2012			Forever a Stranger	Haasse, Hella	8) Deleted 2018		1264	Dutch	1900s		
1139	2006	2008	2010				The Ghost Road	Barker, Pat	6) Deleted 2012		126	English	1900s		Q3987215
1140	2006	2008	2010	2012	2018		Fugitive Pieces	Michaels, Anne	1) core list		379	Canadian	1900s		Q5507274
1141	2006	2008	2010	2012	2018		Hallucinating Foucault	Duncker, Patricia	1) core list		390	Jamaican	1900s		Q5643191
1142	2006						Cocaine Nights	Ballard, J.G.	2) Deleted 2008		1128		1900s		Q600448
1143		2008	2010	2012	2018		A Light Comedy	Mendoza, Eduardo	3) Added 2008	Una comedia ligera  	1257		1900s		
1144		2008	2010	2012	2018		Fall on Your Knees	MacDonald, Ann-Marie	3) Added 2008		502		1900s		Q5432179
1145	2006	2008	2010	2012	2018		Silk	Baricco, Alessandro	1) core list	Seta	418	Italian	1900s		Q960929
1146	2006						The Untouchable	Banville, John	2) Deleted 2008		499	Irish	1900s		Q3641765
1147	2006						American Pastoral	Roth, Philip	2) Deleted 2008		443	American	1900s		Q470057
1148	2006	2008	2010	2012	2018		The God of Small Things	Roy, Arundhati	1) core list		369	Indian	1900s		Q378786
1149	2006						Mason & Dixon	Pynchon, Thomas	2) Deleted 2008		396	American	1900s		Q1536968
1150		2008	2010	2012	2018		Margot and the Angels	Hemmerechts, Kristien	3) Added 2008	Margot en de Engelen	1301	Belgian	1900s		
1151	2006	2008	2010	2012			The Life of Insects	Pelevin, Victor	1) core list		540	Russian	1900s		Q4180246
1152		2008	2010				Money to Burn	Piglia, Ricardo	6) Deleted 2012	Plata quemada  	831		1900s		Q6077998
1153	2006	2008	2010				Jack Maggs	Carey, Peter	6) Deleted 2012		920	Australian	1900s		Q4160095
1154	2006	2008	2010	2012	2018		Underworld	DeLillo, Don	1) core list		679	American	1900s		Q2249650
1155	2006	2008	2010				Enduring Love	McEwan, Ian	6) Deleted 2012		890	English	1900s		Q2920448
1156	2006						Great Apes	Self, Will	2) Deleted 2008		978	English	1900s		Q5598657
1157	2006			2012	2018		Memoirs of a Geisha	Golden, Arthur	2) Deleted 2008, 7) added back 2012		154	American	1900s		Q829130
1158		2008	2010	2012	2018		Crossfire	Miyabe, Miyuki	3) Added 2008		1167		1900s		Q902212
1159	2006	2008	2010	2012	2018		The Poisonwood Bible	Kingsolver, Barbara	1) core list		248	American	1900s		Q7757621
1160	2006	2008	2010	2012	2018		Veronika Decides to Die	Coelho, Paulo	1) core list		726	Brazilian	1900s		Q1139322
1161	2006	2008	2010	2012	2018		The Hours	Cunningham, Michael	1) core list		320	American	1900s		Q2610868
1162	2006						Another World	Barker, Pat	2) Deleted 2008		1151	English	1900s		Q4770401
1163	2006						Glamorama	Ellis, Bret Easton	2) Deleted 2008		1152	American	1900s		Q2668869
1164	2006						Tipping the Velvet	Waters, Sarah	2) Deleted 2008		311	Wales	1900s		Q2915079
1165	2006	2008	2010	2012	2018		All Souls Day	Nooteboom, Cees	1) core list	Allerzielen	1004	Dutch	1900s		Q1417985
1166	2006						Cloudsplitter	Banks, Russell	2) Deleted 2008		758	American	1900s		Q3400570
1167	2006						Amsterdam	McEwan, Ian	2) Deleted 2008		1079	English	1900s		Q478433
1168	2006						Intimacy	Kureishi, Hanif	2) Deleted 2008		1010		1900s		Q15052538
1169		2008	2010	2012	2018		The Heretic	Delibes, Miguel	3) Added 2008		729		1900s		Q16993959
1170	2006	2008	2010	2012	2018		Elementary Particles	Houellebecq, Michel	1) core list		593		1900s		Q700483
1171	2006						Sputnik Sweetheart	Murakami, Haruki	2) Deleted 2008		515	Japanese	1900s		Q930228
1172	2006	2008	2010				The Talk of the Town	O'Hanlon, Ardal	6) Deleted 2012		1256	Irish	1900s		Q7768035
1173		2008	2010	2012			Dirty Havana Trilogy	Gutierrez, Pedro Juan	3) Added 2008		836		1900s		
1174		2008	2010	2012	2018		Savage Detectives	Bolaño, Roberto	3) Added 2008		215		1900s		Q898056
1175	2006	2008	2010	2012	2018		Disgrace	Coetzee, J.M.	1) core list		474	S. African	1900s		Q958560
1176	2006						The Ground Beneath Her Feet	Rushdie, Salman	2) Deleted 2008		838	Indian	1900s		Q3321978
1177	2006	2008	2010	2012	2018		As If I Am Not There	Drakulić, Slavenka	1) core list	Kao da me nema (Also: 'S. A Novel About the Balkans')	90	Croatian	1900s		
1178	2006						Cryptonomicon	Stephenson, Neal	2) Deleted 2008		228	American	1900s		Q534975
1179	2006						The Romantics	Mishra, Pankaj	2) Deleted 2008		1086	Indian	1900s		Q7761432
1180	2006						Timbuktu	Auster, Paul	2) Deleted 2008		798	American	1900s		Q492991
1181		2008	2010	2012	2018		Pavel's Letters	Maron, Monika	3) Added 2008		1288		1900s		
1182		2008	2010	2012	2018		In Search of Klingsor	Volpi, Jorge	3) Added 2008		701		1900s		Q1169338
1183		2008	2010	2012	2018		The Museum of Unconditional Surrender	Ugresic, Dubravka	3) Added 2008		432		1900s		
1184	2006	2008	2010	2012	2018		Fear and Trembling	Nothomb, Amélie	1) core list	Stupeur et tremblements  	696	Japanese	1900s		Q1638148
1185	2006						Everything You Need	Kennedy, A.L.	2) Deleted 2008		1013	Scottish	1900s		
1186	2006						Pastoralia	Saunders, George	2) Deleted 2008		96	American	2000s		Q7143062
1187	2006						Blonde	Oates, Joyce Carol	2) Deleted 2008		734	American	2000s		Q1580112
1188	2006						House of Leaves	Danielewski, Mark Z.	2) Deleted 2008		241	American	2000s		Q521688
1189	2006						Super-Cannes	Ballard, J.G.	2) Deleted 2008		939		2000s		Q4446225
1190		2008	2010	2012	2018		Bartleby and Co.	Vila-Matas, Enrique	3) Added 2008		334		2000s		Q125217109
1191	2006	2008	2010	2012	2018		Celestial Harmonies	Esterházy, Péter	1) core list		1134	Hungarian	2000s		
1192	2006						Nineteen Seventy Seven	Peace, David	2) Deleted 2008		645	English	2000s		Q109046366
1193	2006						Ignorance	Kundera, Milan	2) Deleted 2008		607	Czech	2000s		Q3048945
1194	2006	2008					Small Remedies	Deshpande, Shashi	4) Deleted 2010		1100	Indian	2000s		Q7542873
1195	2006						After the Quake	Murakami, Haruki	2) Deleted 2008		561	Japanese	2000s		Q2111334
1196	2006						The Blind Assassin	Atwood, Margaret	2) Deleted 2008		487	Canadian	2000s		Q1198405
1197	2006	2008	2010	2012	2018		The Human Stain	Roth, Philip	1) core list		518	American	2000s		Q2258908
1198	2006						How the Dead Live	Self, Will	2) Deleted 2008		1044	English	2000s		Q5918324
1199	2006						City of God	Doctorow, E.L.	2) Deleted 2008		1169	American	2000s		Q42184336
1200	2006	2008	2010	2012	2018		White Teeth	Smith, Zadie	1) core list		749	English	2000s		Q866980
1201	2006	2008	2010	2012	2018		Under the Skin	Faber, Michel	1) core list		786	English	2000s		Q3965250
1202	2006	2008					The Heart of Redness	Mda, Zakes	4) Deleted 2010		964	S. Africa	2000s		
1203	2006	2008	2010	2012	2018		Spring Flowers, Spring Frost	Kadare, Ismail	1) core list		1238	Albanian	2000s		Q10416227
1204	2006	2008	2010	2012	2018		The Devil and Miss Prym	Coelho, Paulo	1) core list		913	Brazilian	2000s		Q1997592
1205	2006						An Obedient Father	Sharma, Akhil	2) Deleted 2008		1229	Indian	2000s		Q4750169
1206		2008					The Amazing Adventures of Kavalier & Clay	Chabon, Michael	4) Deleted 2010		147	American	2000s		Q2705230
1207	2006	2008	2010	2012	2018		The Feast of the Goat	Vargas Llosa, Mario	1) core list		54	Peruvian	2000s		Q650314
1208		2008	2010	2012	2018		I'm Not Scared	Ammaniti, Niccolo	3) Added 2008	Io non ho paura	534	Italian	2000s		Q924771
1209		2008	2010	2012			Soldiers of Salamis	Cercas, Javier	3) Added 2008		646		2000s		Q1971450
1210	2006	2008	2010	2012	2018		Atonement	McEwan, Ian	1) core list		436	English	2000s		Q306619
1211	2006						Schooling	McGowan, Heather	2) Deleted 2008		1289		2000s		
1212	2006	2008	2010	2012	2018		Austerlitz	Sebald, W.G.	1) core list		256	German	2000s		Q473389
1213	2006						Gabriel’s Gift	Kureishi, Hanif	2) Deleted 2008		1232		2000s		Q3793854
1214	2006						The Book of Illusions	Auster, Paul	2) Deleted 2008		517	American	2000s		Q581485
1215	2006	2008	2010	2012	2018		Life of Pi	Martel, Yann	1) core list		470	Spanish	2000s		Q374204
1216	2006						Choke	Palahniuk, Chuck	2) Deleted 2008		783	American	2000s		Q2466091
1217	2006						At Swim, Two Boys	O'Neill, Jamie	2) Deleted 2008		283	Irish	2000s		Q3024963
1218	2006						Fury	Rushdie, Salman	2) Deleted 2008		1199	Indian	2000s		Q686894
1219	2006						The Body Artist	DeLillo, Don	2) Deleted 2008		1207	American	2000s		Q7718980
1220	2006						Don’t Move	Mazzantini, Margaret	2) Deleted 2008	Non ti muovere	776	Irish/Italian	2000s		Q3878170
1221	2006	2008	2010	2012	2018		The Corrections	Franzen, Jonathan	1) core list		788	American	2000s		Q335645
1222	2006	2008	2010	2012	2018		Platform	Houellebecq, Michel	1) core list		604		2000s		Q1425106
1223		2008	2010	2012	2018		Snow	Pamuk, Orhan	3) Added 2008		1020		2000s		Q1478870
1224	2006	2008	2010	2012	2018		Nowhere Man	Hemon, Aleksandar	1) core list		867	Yugoslavian	2000s		Q1249514
1225	2006						Dead Air	Banks, Iain	2) Deleted 2008		1097	Scottish	2000s		Q5245078
1226	2006						Youth	Coetzee, J.M.	2) Deleted 2008		620	S. African	2000s		Q8059138
1227	2006						Middlesex	Eugenides, Jeffrey	2) Deleted 2008		335	American	2000s		Q1609780
1228	2006						Shroud	Banville, John	2) Deleted 2008		1006	Irish	2000s		Q7504295
1229	2006						In the Forest	O'Brien, Edna	2) Deleted 2008		1026	Irish	2000s		Q28224570
1230	2006						That They May Face the Rising Sun	McGahern, John	2) Deleted 2008		493	Irish	2000s		Q123501462
1231	2006						The Story of Lucy Gault	Trevor, William	2) Deleted 2008		736	Irish	2000s		Q4791
1232	2006	2008	2010	2012	2018		Everything is Illuminated	Foer, Jonathan Safran	1) core list		389	American	2000s		Q923551
1233	2006						The Double	Saramago, José	2) Deleted 2008		500	Portugese	2000s		Q1192973
1234	2006						Fingersmith	Waters, Sarah	2) Deleted 2008		345	Wales	2000s		Q2756027
1235	2006						Family Matters	Mistry, Rohinton	2) Deleted 2008		343	Indian	2000s		Q5433188
1236	2006						London Orbital	Sinclair, Iain	2) Deleted 2008		1061	Wales	2000s		
1237	2006						Elizabeth Costello	Coetzee, J.M.	2) Deleted 2008		1110	S. African	2000s		Q2706700
1238	2006	2008	2010				Kafka on the Shore	Murakami, Haruki	6) Deleted 2012		135	Japanese	2000s		Q579744
1239	2006						Unless	Shields, Carol	2) Deleted 2008		947	Canadian	2000s		Q3602937
1240	2006	2008					Islands	Sleigh, Dan	4) Deleted 2010		1227	S. African	2000s		
1241		2008	2010	2012	2018		The Namesake	Lahiri, Jhumpa	3) Added 2008		249	Indian	2000s		Q7753070
1242		2008	2010	2012	2018		Vernon God Little	Pierre, D.B.C.	3) Added 2008		969		2000s		Q475459
1243		2008	2010	2012			The Successor	Kadare, Ismail	3) Added 2008		1176		2000s		Q11789877
1244		2008	2010	2012	2018		Lady Number Thirteen	Somoza, Jose Carlos	3) Added 2008	La dama número trece  	1016		2000s		
1245	2006	2008	2010	2012	2018		What I Loved	Hustvedt, Siri	1) core list		227	American	2000s		Q3927652
1246	2006						The Light of Day	Swift, Graham	2) Deleted 2008		1190	English	2000s		Q21592514
1247	2006						Thursbitch	Garner, Alan	2) Deleted 2008		1045	English	2000s		Q7799388
1248	2006						The Colour	Tremain, Rose	2) Deleted 2008		688	English	2000s		Q7726868
1249	2006						Drop City	Boyle, T. Coraghessan	2) Deleted 2008		654	American	2000s		Q1260252
1250	2006	2008					The Curious Incident of the Dog in the Night Time	Haddon, Mark	4) Deleted 2010		402	English	2000s		Q876848
1251		2008	2010	2012	2018		A Tale of Love and Darkness	Oz, Amos	3) Added 2008		107		2000s		Q1124669
1252		2008	2010	2012			Your Face Tomorrow	Marias, Javier	3) Added 2008		408		2000s		Q2917884
1253	2006	2008	2010	2012	2018		Cloud Atlas	Mitchell, David	1) core list		296	English	2000s		Q40205
1254	2006						Dining on Stones	Sinclair, Iain	2) Deleted 2008		1295	Wales	2000s		
1255	2006						The Lambs of London	Ackroyd, Peter	2) Deleted 2008		1254	English	2000s		Q125913534
1256	2006						Vanishing Point	Markson, David	2) Deleted 2008		549	American	2000s		Q19898139
1257		2008	2010	2012	2018		The Swarm	Schatzing, Frank	3) Added 2008		496		2000s		Q1196780
1258		2008	2010	2012	2018		Suite Française	Nemirovsky, Irene	3) Added 2008		587		2000s		Q568300
1259	2006	2008	2010	2012	2018		The Master	Tóibín, Colm	1) core list		615	Irish	2000s		Q370841
1260	2006	2008					The Plot Against America	Roth, Philip	4) Deleted 2010		731	American	2000s		Q1758811
1261	2006						The Red Queen	Drabble, Margaret	2) Deleted 2008		1258	English	2000s		Q25217752
1262	2006	2008	2010	2012	2018		The Sea	Banville, John	1) core list		1019		2000s		Q1216210
1263		2008	2010	2012	2018		The Book about Blanche and Marie	Enquist, Per Olov	3) Added 2008		1213		2000s		Q2906040
1264		2008					Small Island	Levy, Andrea	4) Deleted 2010		426		2000s		Q7542810
1265		2008	2010	2012	2018		2666	Bolaño, Roberto	3) Added 2008		298		2000s		Q219437
1266		2008	2010	2012	2018		The Line of Beauty	Hollinghurst, Alan	3) Added 2008		824	English	2000s		Q2448434
1267		2008	2010				The Accidental	Smith, Ali	6) Deleted 2012		1185		2000s		Q4015968
1268	2006						Adjunct: An Undigest	Manson, Peter	2) Deleted 2008		1293	Scottish	2000s		
1269	2006						Slow Man	Coetzee, J.M.	2) Deleted 2008		1120	S. African	2000s		Q687357
1270	2006						On Beauty	Smith, Zadie	2) Deleted 2008		823	English	2000s		Q1994900
1271	2006						Saturday	McEwan, Ian	2) Deleted 2008		904	English	2000s		Q1723053
1272	2006						Never Let Me Go	Ishiguro, Kazuo	2) Deleted 2008		527	Japanese/English	2000s		Q951587
1273		2008					A Short History of Tractors in Ukrainian	Lewycka, Marina	4) Deleted 2010		1140		2000s		Q3549380
1274		2008	2010	2012	2018		Measuring the World	Kehlmann, Daniel	3) Added 2008		771		2000s		Q630282
1275		2008	2010				Mother's Milk	St Aubyn, Edward	6) Deleted 2012		739		2000s		Q65069412
1276		2008	2010	2012	2018		Carry Me Down	Hyland, M.J.	3) Added 2008		1220		2000s		Q4795
1277		2008	2010	2012	2018		Against the Day	Pynchon, Thomas	3) Added 2008		468	American	2000s		Q4691072
1278		2008	2010	2012	2018		The Inheritance of Loss	Desai, Kiran	3) Added 2008		1124		2000s		Q2657435
1279		2008					The Kindly Ones	Littell, Jonathan	4) Deleted 2010		531		2000s		Q634288
