ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID
513	2006	2008	2010	2012	2018		The Outsider	Camus, Albert	1) core list	L'Etranger	200	Algerian/French	1900s		Q163297
514	2006						Go Down, Moses	Faulkner, William	2) Deleted 2008		439	American	1900s		Q2065524
515	2006	2008	2010	2012	2018		Embers	Marai, Sandor	1) core list		315	Hungarian	1900s		Q366726
516		2008	2010	2012	2018		Chess Story	Zweig, Stefan	3) Added 2008		10		1900s		Q1513820
517	2006	2008	2010	2012	2018		The Glass Bead Game	Hesse, Herman	1) core list		204	German	1900s		Q836841
518	2006						Caught	Green, Henry	2) Deleted 2008		1205	English	1900s		
519		2008	2010	2012	2018		Joseph and His Brothers	Mann, Thomas	3) Added 2008		257	German	1900s		Q282181
520	2006	2008	2010	2012	2018		The Little Prince	Saint-Exupéry, Antoine de	1) core list	Le petit prince	8	French	1900s		Q25338
521	2006	2008	2010	2012	2018		Dangling Man	Bellow, Saul	1) core list		1049	American	1900s		Q5216182
522	2006						Ficciones	Borges, Jorge Luis	2) Deleted 2008		2	Argentian	1900s		Q2483432
523	2006	2008	2010	2012	2018		The Razor’s Edge	Maugham, W. Somerset	1) core list		63	French/English	1900s		Q759329
524	2006	2008	2010	2012	2018		Transit	Seghers, Anna	1) core list		917	Germany	1900s		Q1767504
525		2008	2010	2012	2018		Pippi Longstocking	Lindgren, Astrid	3) Added 2008		72		1900s		Q2446285
526	2006	2008	2010	2012	2018		Loving	Green, Henry	1) core list		1028	English	1900s		Q6692599
527	2006						The Pursuit of Love	Mitford, Nancy	2) Deleted 2008		336	English	1900s		Q3576797
528	2006						Cannery Row	Steinbeck, John	2) Deleted 2008		150	American	1900s		Q1216542
529	2006	2008	2010	2012	2018		Animal Farm	Orwell, George	1) core list		263	English	1900s		Q1396889
530	2006	2008	2010	2012	2018		The Bridge on the Drina	Andrić, Ivo	1) core list		16	Bosnian	1900s		Q1247865
531	2006	2008	2010	2012	2018		Christ Stopped at Eboli	Levi, Carlo	1) core list	Cristo si è fermato ad Eboli	192	Italian	1900s		Q1087239
532	2006	2008	2010	2012	2018		Arcanum 17	Breton, André	1) core list		1242	French	1900s		Q2859941
533	2006	2008	2010	2012	2018		Brideshead Revisited	Waugh, Evelyn	1) core list		254	English	1900s		Q6992413
534		2008	2010	2012	2018		Bosnian Chronicle	Andrić, Ivo	3) Added 2008		102	Bosnian	1900s		Q824338
535		2008	2010	2012	2018		The Tin Flute	Roy, Gabrielle	3) Added 2008		906		1900s		Q2910080
536		2008	2010	2012	2018		Nada	Laforet, Carmen	3) Added 2008		539		1900s		Q1623656
537		2008	2010	2012	2018		The Death of Virgil	Broch, Hermann	3) Added 2008		218		1900s		Q668105
538	2006	2008	2010	2012	2018		Titus Groan	Peake, Mervyn	1) core list		475	English	1900s		Q7810310
539		2008	2010	2012	2018		Zorba the Greek	Kazantzákis, Nikos	3) Added 2008		161		1900s		Q1059553
540	2006	2008	2010	2012	2018		Back	Green, Henry	1) core list		1036	English	1900s		Q4839036
541		2008	2010	2012	2018		House in the Uplands	Caldwell, Erskine	3) Added 2008		1296		1900s		
542	2006	2008	2010	2012	2018		The Path to the Nest of Spiders	Calvino, Italo	1) core list	Il sentiero dei nidi di ragno	709	Italian	1900s		Q1135521
543	2006	2008	2010	2012	2018		Under the Volcano	Lowry, Malcolm	1) core list		695	English	1900s		Q1570020
544	2006	2008	2010	2012	2018		If This Is a Man	Levi, Primo	1) core list	Se questo è un uomo	11	Italian	1900s		Q836036
545	2006	2008	2010	2012	2018		Exercises in Style	Queneau, Raymond	1) core list		149	French	1900s		Q2712266
546	2006						The Victim	Bellow, Saul	2) Deleted 2008		1092	American	1900s		Q7772533
547	2006	2008	2010	2012	2018		The Plague	Camus, Albert	1) core list		266	Algerian/French	1900s		Q320372
548	2006	2008	2010	2012	2018		Doctor Faustus	Mann, Thomas	1) core list		260	German	1900s		Q386431
549		2008	2010	2012	2018		Midaq Alley	Mahfouz, Naguib	3) Added 2008		546		1900s		Q510850
550		2008	2010	2012	2018		Froth on the Daydream	Vian, Boris	3) Added 2008	L'Écume des jours  	281		1900s		Q645906
551		2008	2010	2012	2018		Journey to the Alcarria	Cela, Camilo Jose	3) Added 2008		1093		1900s		Q30006553
552		2008	2010	2012	2018		Ashes and Diamonds	Andrzejewski, Jerzy	3) Added 2008		1031		1900s		Q4804888
553	2006	2008	2010	2012	2018		Disobedience	Moravia, Alberto	1) core list	La disubbidienza	1265	Italian	1900s		Q56300457
554	2006	2008	2010	2012	2018		All About H. Hatterr	Desani, G.V.	1) core list		779	Kenyan	1900s		Q4728502
555	2006	2008	2010	2012	2018		Cry, the Beloved Country	Paton, Alan	1) core list		437	S. African	1900s		Q2916551
556	2006						The Heart of the Matter	Greene, Graham	2) Deleted 2008		252	English	1900s		Q1168936
557		2008	2010	2012	2018		In The Heart of the Seas	Agnon, Shmuel Yosef	3) Added 2008		1287		1900s		Q6012286
558		2008	2010	2012	2018		This Way for the Gas, Ladies and Gentlemen	Borowski, Tadeusz	3) Added 2008		100		1900s		Q545720
559	2006	2008	2010	2012	2018		Death Sentence	Blanchot, Maurice	1) core list		796	French	1900s		Q3202367
560	2006	2008	2010	2012	2018		Nineteen Eighty-Four	Orwell, George	1) core list		69	English	1900s		Q208460
561	2006	2008	2010	2012	2018		The Man With the Golden Arm	Algren, Nelson	1) core list		650	American	1900s		Q3820015
562	2006	2008	2010	2012	2018		Kingdom of This World	Carpentier, Alejo	1) core list		712	Cuban	1900s		Q579507
563	2006	2008	2010	2012	2018		The Heat of the Day	Bowen, Elizabeth	1) core list		1180	Irish	1900s		Q7739239
564	2006	2008	2010	2012	2018		Love in a Cold Climate	Mitford, Nancy	1) core list		611	English	1900s		Q16386787
565	2006	2008	2010	2012	2018		The Case of Comrade Tulayev	Serge, Victor	1) core list		364	Belgium	1900s		
566	2006	2008	2010	2012	2018		The Garden Where the Brass Band Played	Vestdijk, Simon	1) core list	De koperen tuin	1166	Dutch	1900s		Q13571552
567	2006	2008	2010	2012	2018		I, Robot	Asimov, Isaac	1) core list		43	American	1900s		Q393018
568	2006	2008	2010	2012	2018		The Grass is Singing	Lessing, Doris	1) core list		533	Iranian/English	1900s		Q428339
569	2006	2008	2010	2012	2018		A Town Like Alice	Shute, Nevil	1) core list		101	Australian	1900s		Q4660252
570	2006	2008	2010	2012	2018		The Moon and the Bonfires	Pavese, Cesare	1) core list	La luna e i falò	630	Italian	1900s		Q3822884
571	2006	2008	2010	2012	2018		Gormenghast	Peake, Mervyn	1) core list		367	English	1900s		Q728841
572	2006	2008	2010	2012	2018		The 13 Clocks	Thurber, James	1) core list		193	American	1900s		Q7711755
573	2006						The Third Man	Greene, Graham	2) Deleted 2008		508	English	1900s		Q3227851
574	2006	2008	2010	2012	2018		The Labyrinth of Solitude	Paz, Octavio	1) core list	El Laberinto De La Soledad  	77	Mexican	1900s		Q645470
575	2006	2008	2010	2012	2018		The Abbot C	Bataille, Georges	1) core list	L'Abbé C  	1201	French	1900s		Q6455485
576		2008	2010	2012	2018		The Guiltless	Broch, Hermann	3) Added 2008		1142		1900s		Q1216079
577		2008	2010	2012	2018		Barabbas	Lagerkvist, Par	3) Added 2008		558		1900s		Q547731
578	2006	2008	2010	2012	2018		The End of the Affair	Greene, Graham	1) core list		277	English	1900s		Q905112
579	2006	2008	2010	2012	2018		Molloy	Beckett, Samuel	1) core list		185	Irish	1900s		Q1971806
580	2006	2008	2010	2012	2018		The Rebel	Camus, Albert	1) core list		97	Algerian/French	1900s		Q1195789
581	2006	2008	2010	2012	2018		The Catcher in the Rye	Salinger, J.D.	1) core list		552	American	1900s		Q183883
582	2006	2008	2010	2012	2018		The Opposing Shore	Gracq, Julien	1) core list		406	French	1900s		Q3226484
583	2006	2008	2010	2012	2018		Foundation	Asimov, Isaac	1) core list		58	American	1900s		Q753894
584	2006	2008	2010	2012	2018		Malone Dies	Beckett, Samuel	1) core list		453	Irish	1900s		Q540991
585	2006	2008	2010	2012	2018		Day of the Triffids	Wyndham, John	1) core list		197	English	1900s		Q1216940
586	2006	2008	2010	2012	2018		Memoirs of Hadrian	Yourcenar, Marguerite	1) core list		42	Belgium	1900s		Q1233795
587	2006						The Killer Inside Me	Thompson, Jim	2) Deleted 2008		573	American	1900s		Q2275587
588		2008	2010	2012	2018		The Hive	Cela, Camilo Jose	3) Added 2008	La colmena  	760		1900s		Q3212510
589	2006	2008	2010	2012	2018		Wise Blood	O'Connor, Flannery	1) core list		479	American	1900s		Q4305774
590	2006	2008	2010	2012	2018		The Old Man and the Sea	Hemingway, Ernest	1) core list		554	American	1900s		Q26505
591	2006	2008	2010	2012	2018		Invisible Man	Ellison, Ralph	1) core list		623	American	1900s		Q1784288
592	2006	2008	2010	2012	2018		The Judge and His Hangman	Dürrenmatt, Friedrich	1) core list	Der Richter und sein Henker  	744	Swiss	1900s		Q379015
593		2008	2010	2012	2018		Excellent Women	Pym, Barbara	3) Added 2008		388		1900s		Q5419435
594		2008	2010	2012	2018		A Thousand Cranes	Kawabata, Yasunari	3) Added 2008		649	Japanese	1900s		Q1132230
595	2006	2008	2010	2012	2018		Go Tell It on the Mountain	Baldwin, James	1) core list		205	American	1900s		Q1444052
596	2006						The Adventures of Augie March	Bellow, Saul	2) Deleted 2008		710	Canadian/American	1900s		Q1771746
597	2006	2008	2010	2012	2018		Casino Royale	Fleming, Ian	1) core list		667	English	1900s		Q1047711
598	2006	2008	2010	2012	2018		Junkie	Burroughs, William	1) core list	Junky	495	American	1900s		Q2306586
599	2006	2008	2010	2012	2018		Lucky Jim	Amis, Kingsley	1) core list		625	English	1900s		Q1836777
600		2008	2010	2012	2018		The Lost Steps	Carpentier, Alejo	3) Added 2008		464		1900s		Q3066891
601		2008	2010	2012	2018		The Hothouse	Koeppen, Wolfgang	3) Added 2008		1255		1900s		Q1170592
602	2006						Watt	Beckett, Samuel	2) Deleted 2008		411	Irish	1900s		Q1770069
603	2006						The Unnamable	Beckett, Samuel	2) Deleted 2008		267	Irish	1900s		Q264451
604	2006	2008	2010	2012	2018		The Long Goodbye	Chandler, Raymond	1) core list		53	American	1900s		Q2464542
605	2006	2008	2010	2012	2018		The Go-Between	Hartley, L.P.	1) core list		376	English	1900s		Q4288844
606		2008	2010	2012	2018		The Dark Child	Laye, Camara	3) Added 2008		933		1900s		Q3203042
607		2008	2010	2012	2018		A Day in Spring	Kosmac, Ciril	3) Added 2008		951		1900s		Q20521782
608	2006	2008	2010	2012	2018		A Ghost at Noon (aka Contempt)	Moravia, Alberto	1) core list	Il disprezzo	473	Italian	1900s		Q3224952
609	2006	2008	2010	2012	2018		The Story of O	Réage, Pauline	1) core list		1174	French	1900s		Q1501981
610	2006	2008	2010	2012	2018		Under the Net	Murdoch, Iris	1) core list		672	English	1900s		Q466852
611	2006	2008	2010	2012	2018		Lord of the Flies	Golding, William	1) core list		755	English	1900s		Q271764
612		2008	2010	2012	2018		The Mandarins	Beauvoir, Simone de	3) Added 2008		326	French	1900s		Q1214721
613	2006	2008	2010	2012	2018		Bonjour Tristesse	Sagan, Françoise	1) core list		853	French	1900s		Q892658
614		2008	2010	2012	2018		Death in Rome	Koeppen, Wolfgang	3) Added 2008		819		1900s		Q1197468
615		2008	2010	2012	2018		The Sound of Waves	Mishima, Yukio	3) Added 2008		661	Japanese	1900s		Q858331
616		2008	2010	2012	2018		The Unknown Soldier	Linna, Vaino	3) Added 2008		308		1900s		Q1788243
617	2006						Self Condemned	Lewis, Wyndham	2) Deleted 2008		1277	Canadian	1900s		
618	2006	2008	2010	2012	2018		I’m Not Stiller	Frisch, Max	1) core list		279	Swiss	1900s		Q689669
619	2006	2008	2010	2012	2018		The Ragazzi	Pasolini, Pier Paulo	1) core list		921	Italian	1900s		Q3929379
620	2006	2008	2010	2012	2018		The Recognitions	Gaddis, William	1) core list		310	American	1900s		Q1212808
621		2008	2010	2012	2018		The Burning Plain	Rulfo, Juan	3) Added 2008	El Llano en llamas  	50		1900s		Q1195272
622	2006	2008	2010	2012	2018		The Quiet American	Greene, Graham	1) core list		237	English	1900s		Q1199651
623	2006	2008	2010	2012	2018		The Trusting and the Maimed	Plunkett, James	1) core list		1300	Irish	1900s		
624	2006						A World of Love	Bowen, Elizabeth	2) Deleted 2008		1251	Irish	1900s		Q4003940
625		2008	2010	2012	2018		The Tree of Man	White, Patrick	3) Added 2008		572		1900s		Q5839903
626	2006	2008	2010	2012	2018		The Last Temptation of Christ	Kazantzákis, Nikos	1) core list		146	Greek	1900s		Q1323860
627		2008	2010	2012	2018		The Devil to Pay in the Backlands	Rosa, João Guimarães 	3) Added 2008	Grande Sertão: Veredas  	5		1900s		Q1891393
628	2006	2008	2010	2012	2018		Lolita	Nabokov, Vladimir	1) core list		420	Russian/American	1900s		Q127149
629	2006	2008	2010	2012	2018		The Talented Mr. Ripley	Highsmith, Patricia	1) core list		360	Swiss	1900s		Q472026
630	2006	2008	2010	2012	2018		The Lord of the Rings	Tolkien, J.R.R.	1) core list		35	English	1900s		Q15228
631	2006	2008	2010	2012	2018		The Lonely Londoners	Selvon, Sam	1) core list		876	Trinidad/Canadian	1900s		Q7748128
632	2006	2008	2010	2012	2018		The Roots of Heaven	Gary, Romain	1) core list		250	Lithuanian/French	1900s		Q2896867
633	2006	2008	2010	2012	2018		The Floating Opera	Barth, John	1) core list		576	American	1900s		Q7734487
634	2006						Seize the Day	Bellow, Saul	2) Deleted 2008		993	American	1900s		Q2907590
635	2006	2008	2010	2012	2018		Giovanni’s Room	Baldwin, James	1) core list		24	Canadian/American	1900s		Q5563645
636	2006	2008	2010	2012	2018		Justine	Durrell, Lawrence	1) core list		450	Indian/French	1900s		Q2749203
637	2006						The Wonderful “O”	Thurber, James	2) Deleted 2008		501	American	1900s		Q7775666
638		2008	2010	2012	2018		The Glass Bees	Junger, Ernst	3) Added 2008		967		1900s		Q1532616
639	2006	2008	2010	2012	2018		Doctor Zhivago	Pasternak, Boris	1) core list		332	Russian	1900s		Q206870
640	2006	2008	2010	2012	2018		Pnin	Nabokov, Vladimir	1) core list		366	Russian/American	1900s		Q289815
641	2006	2008	2010	2012	2018		On the Road	Kerouac, Jack	1) core list		897	American	1900s		Q743180
642		2008	2010	2012	2018		The Manila Rope	Meri, Veijo	3) Added 2008	Manillaköysi  	1267		1900s		Q11880758
643		2008	2010	2012	2018		The Deadbeats	Ruyslinck, Ward	3) Added 2008		1281		1900s		
644	2006	2008	2010	2012	2018		Homo Faber	Frisch, Max	1) core list		706	Swiss	1900s		Q667004
645	2006	2008	2010	2012	2018		Blue of Noon	Bataille, Georges	1) core list		818	French	1900s		Q3220470
646	2006	2008	2010	2012	2018		The Midwich Cuckoos	Wyndham, John	1) core list		353	English	1900s		Q905449
647	2006	2008	2010	2012	2018		Voss	White, Patrick	1) core list		872	English/Australian	1900s		Q7942045
648	2006	2008	2010	2012	2018		Jealousy	Robbe-Grillet, Alain	1) core list		965	French	1900s		Q1127082
649		2008	2010	2012	2018		The Birds	Vesaas, Tarjei	3) Added 2008		196		1900s		Q1779262
650	2006	2008	2010	2012	2018		The Once and Future King	White, T.H.	1) core list		261	Indian/Greek	1900s		Q1195086
651	2006						The End of the Road	Barth, John	2) Deleted 2008		663	American	1900s		Q7732133
652	2006	2008	2010	2012	2018		The Bell	Murdoch, Iris	1) core list		504	Irish/English	1900s		Q7716387
653	2006	2008	2010	2012	2018		Borstal Boy	Behan, Brendan	1) core list		447	Irish	1900s		Q2911356
654	2006						Mrs. ‘Arris Goes to Paris	Gallico, Paul	2) Deleted 2008		519	French	1900s		Q3797497
655		2008	2010	2012	2018		Gabriela, Clove and Cinnamon	Amado, Jorge	3) Added 2008		159		1900s		Q140050
656	2006	2008	2010	2012	2018		Saturday Night and Sunday Morning	Sillitoe, Alan	1) core list		583	English	1900s		Q444395
657	2006	2008	2010	2012	2018		Things Fall Apart	Achebe, Chinua	1) core list		809	Nigerian	1900s		Q622400
658	2006	2008	2010	2012	2018		The Bitter Glass	Dillon, Eilís	1) core list		1314	Irish	1900s		
659		2008	2010	2012	2018		The Guide	Narayan, R.K.	3) Added 2008		404		1900s		Q7738453
660	2006	2008	2010	2012	2018		The Leopard	Tomasi di Lampedusa, Giuseppe	1) core list	Il Gattopardo	269	Italian	1900s		Q1193736
661		2008	2010	2012	2018		Deep Rivers	Arguedas, José María	3) Added 2008	Los ríos profundos  	811		1900s		Q656771
662	2006	2008	2010	2012	2018		Breakfast at Tiffany’s	Capote, Truman	1) core list		339	American	1900s		Q849930
663	2006	2008	2010	2012	2018		Pluck the Bud and Destroy the Offspring	Oe, Kenzaburo	1) core list		628	Japanese	1900s		Q5227743
664	2006	2008	2010	2012	2018		Billiards at Half-Past Nine	Böll, Heinrich	1) core list		451	German	1900s		Q655773
665	2006						Memento Mori	Spark, Muriel	2) Deleted 2008		943	Scottish	1900s		Q6815201
666	2006						Henderson the Rain King	Bellow, Saul	2) Deleted 2008		697	American	1900s		Q3795484
667		2008	2010	2012	2018		Down Second Avenue	Mphahlele, Es'kia	3) Added 2008		1053		1900s		Q42189108
668	2006	2008	2010	2012	2018		Cider With Rosie	Lee, Laurie	1) core list		375	English	1900s		Q2754105
669	2006	2008	2010	2012	2018		The Tin Drum	Grass, Günter	1) core list		454	Polish	1900s		Q899334
670	2006	2008	2010	2012	2018		Naked Lunch	Burroughs, William	1) core list		1070	American	1900s		Q379286
671	2006	2008	2010	2012	2018		Billy Liar	Waterhouse, Keith	1) core list		800	English	1900s		Q2747986
672	2006	2008	2010	2012	2018		Absolute Beginners	MacInnes, Colin	1) core list		979	English	1900s		Q4669763
673	2006	2008	2010	2012	2018		Promise at Dawn	Gary, Romain	1) core list		31	Lithuanian/French	1900s		Q822690
674	2006	2008	2010	2012	2018		Rabbit, Run	Updike, John	1) core list		985	American	1900s		Q178791
675	2006	2008	2010	2012	2018		To Kill a Mockingbird	Lee, Harper	1) core list		21	American	1900s		Q212340
676		2008	2010	2012	2018		The Magician of Lublin	Singer, Isaac Bashevis	3) Added 2008		461		1900s		Q9352340
677		2008	2010	2012	2018		Halftime	Walser, Martin	3) Added 2008	Halbzeit  	1313		1900s		Q106913793
678	2006	2008	2010	2012	2018		The Country Girls	O'Brien, Edna	1) core list		912	Irish	1900s		Q7727791
679	2006						Our Ancestors	Calvino, Italo	2) Deleted 2008		68	Italian	1900s		Q3791080
680	2006						How It Is	Beckett, Samuel	2) Deleted 2008		284	Irish	1900s		Q498529
681	2006						The Violent Bear it Away	O'Connor, Flannery	2) Deleted 2008		104	American	1900s		Q7772743
682		2008	2010	2012	2018		Bebo's Girl	Cassola, Carlo	3) Added 2008	La ragazza di Bube	998	Italian	1900s		Q3212134
683		2008	2010	2012	2018		God's Bits of Wood	Sembene, Ousmane	3) Added 2008		444		1900s		Q3231133
684		2008	2010	2012	2018		The Shipyard	Onetti, Juan Carlos	3) Added 2008	El astillero  	718		1900s		Q16653485
685	2006	2008	2010	2012	2018		Catch-22	Heller, Joseph	1) core list		333	American	1900s		Q278208
686	2006	2008	2010	2012	2018		Solaris	Lem, Stanislaw	1) core list		233	Polish	1900s		Q261281
687	2006	2008	2010	2012	2018		Cat and Mouse	Grass, Günter	1) core list		1024	Polish	1900s		Q1736859
688	2006	2008	2010	2012	2018		The Prime of Miss Jean Brodie	Spark, Muriel	1) core list		616	Scottish	1900s		Q2074335
689	2006	2008	2010	2012	2018		A Severed Head	Murdoch, Iris	1) core list		756	English	1900s		Q4659428
690	2006	2008	2010	2012	2018		Franny and Zooey	Salinger, J.D.	1) core list		223	American	1900s		Q1445395
691		2008	2010	2012	2018		No One Writes to the Colonel	García Márquez, Gabriel	3) Added 2008		435		1900s		Q1132408
692	2006	2008	2010	2012	2018		Faces in the Water	Frame, Janet	1) core list		299	New Zealand	1900s		Q42184657
693		2008	2010	2012	2018		Memoirs of a Peasant Boy	Neira Vilas, Xosé 	3) Added 2008		591		1900s		Q11692035
694	2006	2008	2010	2012	2018		Stranger in a Strange Land	Heinlein, Robert	1) core list		478		1900s		Q929821
695	2006	2008	2010	2012	2018		The Garden of the Finzi-Continis	Bassani, Giorgio	1) core list	Il giardino dei Finzi-Contini	617	Italian	1900s		Q533391
696	2006	2008	2010	2012	2018		Girl With Green Eyes	O'Brien, Edna	1) core list		954	Irish	1900s		Q126938858
697	2006	2008	2010	2012	2018		Labyrinths	Borges, Jorge Luis	1) core list		4	Argentian/Swiss	1900s		Q6467743
698	2006	2008	2010	2012	2018		The Golden Notebook	Lessing, Doris	1) core list		882		1900s		Q784986
699	2006						The Drowned World	Ballard, J.G.	2) Deleted 2008		1040		1900s		Q2519711
700		2008	2010	2012	2018		Time of Silence	Martín-Santos, Luis	3) Added 2008		828		1900s		Q3311083
701	2006	2008	2010	2012	2018		Pale Fire	Nabokov, Vladimir	1) core list		83	Russian/American	1900s		Q1229792
702	2006	2008	2010	2012	2018		A Clockwork Orange	Burgess, Anthony	1) core list		208	English	1900s		Q692557
703	2006	2008	2010	2012	2018		One Flew Over the Cuckoo’s Nest	Kesey, Ken	1) core list		52	American	1900s		Q857313
704	2006						The Collector	Fowles, John	2) Deleted 2008		245	English	1900s		Q1196602
705		2008	2010	2012	2018		The Death of Artemio Cruz	Fuentes, Carlos	3) Added 2008		538		1900s		Q2030203
706		2008	2010	2012	2018		The Time of the Hero	Vargas Llosa, Mario	3) Added 2008	La ciudad y los perros  	164	Peruvian	1900s		Q763199
707	2006	2008	2010	2012	2018		One Day in the Life of Ivan Denisovich	Solzhenitsyn, Aleksandr	1) core list		258	Russian	1900s		Q27321
708		2008	2010	2012	2018		The Third Wedding	Taktsis, Costas	3) Added 2008		141		1900s		Q42196465
709		2008	2010	2012	2018		Dog Years	Grass, Günter	3) Added 2008		893	Polish	1900s		Q499564
710	2006	2008	2010	2012	2018		The Bell Jar	Plath, Sylvia	1) core list		226	American	1900s		Q1213085
711	2006	2008	2010	2012	2018		Inside Mr. Enderby	Burgess, Anthony	1) core list		968	English	1900s		Q4296506
712	2006	2008	2010	2012	2018		The Girls of Slender Means	Spark, Muriel	1) core list		898	Scottish	1900s		Q716712
713	2006	2008	2010	2012	2018		The Spy Who Came in from the Cold	Le Carré, John	1) core list		131	English	1900s		Q468071
714	2006	2008	2010	2012	2018		Manon des Sources	Pagnol, Marcel	1) core list		168	French	1900s		Q3286482
715	2006	2008	2010	2012	2018		The Graduate	Webb, Charles	1) core list		1135	American	1900s		Q6725109
716	2006	2008	2010	2012	2018		Cat's Cradle	Vonnegut, Kurt	1) core list		67	American	1900s		Q41359
717	2006	2008	2010	2012	2018		V.	Pynchon, Thomas	1) core list		507	American	1900s		Q1191071
718	2006	2008	2010	2012	2018		Herzog	Bellow, Saul	1) core list		702	Canadian/American	1900s		Q1424503
719	2006	2008	2010	2012	2018		The Ravishing of Lol V. Stein	Duras, Marguerite	1) core list		911	French	1900s		Q2717178
720	2006	2008	2010	2012	2018		Arrow of God	Achebe, Chinua	1) core list		626	Nigerian	1900s		Q4796152
721	2006						Albert Angelo	Johnson, B.S.	2) Deleted 2008		693	English	1900s		Q4709639
722	2006						Come Back, Dr. Caligari	Barthelme, Donald	2) Deleted 2008		638	American	1900s		
723		2008	2010	2012	2018		Three Trapped Tigers	Cabrera Infante, Guillermo 	3) Added 2008		603		1900s		Q3540053
724	2006	2008	2010	2012	2018		Sometimes a Great Notion	Kesey, Ken	1) core list		187	American	1900s		Q4373175
725	2006	2008	2010	2012	2018		The Passion According to G.H.	Lispector, Clarice	1) core list		111	Russian/Brazilian	1900s		Q9558465
726		2008	2010	2012	2018		Back to Oegstgeest	Wolkers, Jan	3) Added 2008	Terug naar Oegstgeest	1203	Dutch	1900s		Q2045007
727		2008	2010	2012	2018		Closely Watched Trains	Hrabal, Bohumil	3) Added 2008		472		1900s		Q3998257
728	2006	2008	2010	2012	2018		The River Between	Ngugi wa Thiong'o 	1) core list		741	Kenyan	1900s		Q7760989
729		2008	2010	2012	2018		Garden, Ashes	Kis, Danilo	3) Added 2008		116		1900s		Q16981656
730	2006	2008	2010	2012	2018		Everything That Rises Must Converge	O'Connor, Flannery	1) core list		28	American	1900s		Q5418095
731	2006						God Bless You, Mr. Rosewater	Vonnegut, Kurt	2) Deleted 2008		302	American	1900s		Q2637474
732	2006						August is a Wicked Month	O'Brien, Edna	2) Deleted 2008		1236	Irish	1900s		Q16154411
733	2006	2008	2010	2012	2018		Things: A Story of the Sixties	Perec, Georges	1) core list	Les choses  	691	French	1900s		Q2916018
734		2008	2010	2012	2018		Death and the Dervish	Selimovic, Mesa	3) Added 2008	Derviš i smrt  	3		1900s		Q1192882
735		2008	2010	2012	2018		Silence	Endo, Shusaku	3) Added 2008		128		1900s		Q3960523
736		2008	2010	2012	2018		To Each His Own	Sciascia, Leonardo	3) Added 2008	A ciascuno il suo	514	Italian	1900s		Q2238230
737	2006	2008	2010	2012	2018		The Crying of Lot 49	Pynchon, Thomas	1) core list		725	American	1900s		Q2344707
738	2006	2008	2010	2012	2018		Giles Goat-Boy	Barth, John	1) core list		1008	American	1900s		Q5561660
739		2008	2010	2012	2018		Marks of Identity	Goytisolo, Juan	3) Added 2008		1021		1900s		Q2276058
740	2006	2008	2010	2012	2018		The Vice-Consul	Duras, Marguerite	1) core list		1072	French	1900s		Q3228084
741	2006	2008	2010	2012	2018		The Magus	Fowles, John	1) core list		337	English	1900s		Q1195350
742	2006	2008	2010	2012	2018		In Cold Blood	Capote, Truman	1) core list		158	American	1900s		Q1142887
743	2006						Trawl	Johnson, B.S.	2) Deleted 2008		1218	English	1900s		
744	2006						The Birds Fall Down	West, Rebecca	2) Deleted 2008		1145	English	1900s		
745	2006						A Man Asleep	Perec, Georges	2) Deleted 2008	Un homme qui dort	179	French	1900s		Q245847
746	2006	2008	2010	2012	2018		The Master and Margarita	Bulgakov, Mikhail	1) core list		18	Russian	1900s		Q188538
747	2006	2008	2010	2012	2018		Wide Sargasso Sea	Rhys, Jean	1) core list		932	Domenican/English	1900s		Q2268151
748	2006	2008	2010	2012	2018		The Third Policeman	O'Brien, Flann	1) core list		219		1900s		Q2483345
749		2008	2010	2012	2018		Miramar	Mahfouz, Naguib	3) Added 2008		577		1900s		Q339908
750		2008	2010	2012	2018		Z	Vassilikos, Vassilis	3) Added 2008		423		1900s		Q3574397
751	2006						The Joke	Kundera, Milan	2) Deleted 2008		290	Czech	1900s		Q1156065
752	2006	2008	2010	2012	2018		Pilgrimage	Richardson, Dorothy	1) core list		1221	English	1900s		Q30610271
753		2008	2010	2012	2018		The Manor	Singer, Isaac Bashevis	3) Added 2008		490		1900s		Q16570470
754	2006	2008	2010	2012	2018		One Hundred Years of Solitude	García Márquez, Gabriel	1) core list		190	Colombian	1900s		Q178869
755	2006						The Cubs and Other Stories	Vargas Llosa, Mario	2) Deleted 2008		1050	Peruvian	1900s		Q5979860
756	2006						Chocky	Wyndham, John	2) Deleted 2008		559	English	1900s		Q1148208
757	2006	2008	2010	2012	2018		No Laughing Matter	Wilson, Angus	1) core list		1304	English	1900s		Q7044341
758		2008	2010	2012	2018		Day of the Dolphin	Merle, Robert	3) Added 2008		780		1900s		Q837041
759	2006	2008	2010	2012	2018		The Electric Kool-Aid Acid Test	Wolfe, Tom	1) core list		433	American	1900s		Q13424625
760	2006	2008	2010	2012	2018		Eva Trout	Bowen, Elizabeth	1) core list		1235		1900s		Q3735146
761		2008	2010	2012	2018		The Cathedral	Honchar, Oles	3) Added 2008		624		1900s		Q12154124
762	2006	2008	2010	2012	2018		A Kestrel for a Knave	Hines, Barry	1) core list		317	English	1900s		Q4657543
