ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	Work QRank	Author QRank	Work Sitelinks	Author Sitelinks
581	2006	2008	2010	2012	2018		The Catcher in the Rye	Salinger, J.D.	1) core list		552	American	1900s		Q183883	Q79904	2559895	1398607	65	87
582	2006	2008	2010	2012	2018		The Opposing Shore	Gracq, Julien	1) core list		406	French	1900s		Q3226484	Q298051	36048	111206	7	37
583	2006	2008	2010	2012	2018		Foundation	Asimov, Isaac	1) core list		58	American	1900s		Q753894	Q34981	754427	3556343	31	116
584	2006	2008	2010	2012	2018		Malone Dies	Beckett, Samuel	1) core list		453	Irish	1900s		Q540991	Q37327	34668	1307056	11	108
585	2006	2008	2010	2012	2018		Day of the Triffids	Wyndham, John	1) core list		197	English	1900s		Q1216940	Q313673	271119	139544	24	35
586	2006	2008	2010	2012	2018		Memoirs of Hadrian	Yourcenar, Marguerite	1) core list		42	Belgium	1900s		Q1233795	Q163118	199350	407194	21	69
587	2006						The Killer Inside Me	Thompson, Jim	2) Deleted 2008		573	American	1900s		Q2275587	Q433800	30701	103315	6	25
588		2008	2010	2012	2018		The Hive	Cela, Camilo Jose	3) Added 2008	La colmena	760		1900s		Q3212510	Q132589	51275	254424	8	82
589	2006	2008	2010	2012	2018		Wise Blood	O'Connor, Flannery	1) core list		479	American	1900s		Q4305774	Q234579	85174	506451	6	44
590	2006	2008	2010	2012	2018		The Old Man and the Sea	Hemingway, Ernest	1) core list		554	American	1900s		Q26505	Q23434	1744207	5732463	77	148
591	2006	2008	2010	2012	2018		Invisible Man	Ellison, Ralph	1) core list		623	American	1900s		Q1784288	Q299965	311069	180135	18	44
592	2006	2008	2010	2012	2018		The Judge and His Hangman	Dürrenmatt, Friedrich	1) core list	Der Richter und sein Henker	744	Swiss	1900s		Q379015	Q23481	77110	380522	8	64
593		2008	2010	2012	2018		Excellent Women	Pym, Barbara	3) Added 2008		388		1900s		Q5419435	Q272585	10217	48599	3	19
594		2008	2010	2012	2018		A Thousand Cranes	Kawabata, Yasunari	3) Added 2008		649	Japanese	1900s		Q1132230	Q43736	45326	843268	17	109
595	2006	2008	2010	2012	2018		Go Tell It on the Mountain	Baldwin, James	1) core list		205	American	1900s		Q1444052	Q273210	166856	2318470	12	51
596	2006						The Adventures of Augie March	Bellow, Saul	2) Deleted 2008		710	Canadian/American	1900s		Q1771746	Q83059	43241	315524	11	98
597	2006	2008	2010	2012	2018		Casino Royale	Fleming, Ian	1) core list		667	English	1900s		Q1047711	Q82104	302933	1647160	34	84
598	2006	2008	2010	2012	2018		Junkie	Burroughs, William	1) core list	Junky	495	American	1900s		Q2306586	Q188176	97446	1179149	8	59
599	2006	2008	2010	2012	2018		Lucky Jim	Amis, Kingsley	1) core list		625	English	1900s		Q1836777	Q220078	58485	270723	10	52
600		2008	2010	2012	2018		The Lost Steps	Carpentier, Alejo	3) Added 2008		464		1900s		Q3066891	Q216466	11100	179477	6	65
601		2008	2010	2012	2018		The Hothouse	Koeppen, Wolfgang	3) Added 2008		1255		1900s		Q1170592	Q64248	6428	50842	2	19
602	2006						Watt	Beckett, Samuel	2) Deleted 2008		411	Irish	1900s		Q1770069	Q37327	19895	1307056	5	108
603	2006						The Unnamable	Beckett, Samuel	2) Deleted 2008		267	Irish	1900s		Q264451	Q37327	38839	1307056	10	108
604	2006	2008	2010	2012	2018		The Long Goodbye	Chandler, Raymond	1) core list		53	American	1900s		Q2464542	Q180377	154176	615071	15	62
605	2006	2008	2010	2012	2018		The Go-Between	Hartley, L.P.	1) core list		376	English	1900s		Q4288844	Q654747	66760	39855	3	14
606		2008	2010	2012	2018		The Dark Child	Laye, Camara	3) Added 2008		933		1900s		Q3203042	Q1371169	42875	64590	2	10
607		2008	2010	2012	2018		A Day in Spring	Kosmac, Ciril	3) Added 2008		951		1900s		Q20521782	Q924983	1840	10463	1	12
608	2006	2008	2010	2012	2018		A Ghost at Noon (aka Contempt)	Moravia, Alberto	1) core list	Il disprezzo	473	Italian	1900s		Q3224952	Q161933	33041	363714	9	65
609	2006	2008	2010	2012	2018		The Story of O	Réage, Pauline	1) core list		1174	French	1900s		Q1501981	Q253288	441379	75170	20	30
610	2006	2008	2010	2012	2018		Under the Net	Murdoch, Iris	1) core list		672	English	1900s		Q466852	Q217495	31862	330830	9	60
611	2006	2008	2010	2012	2018		Lord of the Flies	Golding, William	1) core list		755	English	1900s		Q271764	Q44183	2088331	455741	54	98
612		2008	2010	2012	2018		The Mandarins	Beauvoir, Simone de	3) Added 2008		326	French	1900s		Q1214721	Q7197	52325	2133281	15	128
613	2006	2008	2010	2012	2018		Bonjour Tristesse	Sagan, Françoise	1) core list		853	French	1900s		Q892658	Q1646	194395	398786	23	55
614		2008	2010	2012	2018		Death in Rome	Koeppen, Wolfgang	3) Added 2008		819		1900s		Q1197468	Q64248	9413	50842	3	19
615		2008	2010	2012	2018		The Sound of Waves	Mishima, Yukio	3) Added 2008		661	Japanese	1900s		Q858331	Q134456	98028	2748787	10	93
616		2008	2010	2012	2018		The Unknown Soldier	Linna, Vaino	3) Added 2008		308		1900s		Q1788243	Q311037	132725	77221	17	40
617	2006						Self Condemned	Lewis, Wyndham	2) Deleted 2008		1277	Canadian	1900s			Q780102		74035	0	25
618	2006	2008	2010	2012	2018		I’m Not Stiller	Frisch, Max	1) core list		279	Swiss	1900s		Q689669	Q115483	45253	312739	8	54
619	2006	2008	2010	2012	2018		The Ragazzi	Pasolini, Pier Paulo	1) core list		921	Italian	1900s		Q3929379	Q25120	50005	1836653	6	77
620	2006	2008	2010	2012	2018		The Recognitions	Gaddis, William	1) core list		310	American	1900s		Q1212808	Q456958	45994	74929	2	26
621		2008	2010	2012	2018		The Burning Plain	Rulfo, Juan	3) Added 2008	El Llano en llamas	50		1900s		Q1195272	Q200661	90391	375789	10	51
622	2006	2008	2010	2012	2018		The Quiet American	Greene, Graham	1) core list		237	English	1900s		Q1199651	Q128560	140074	750910	20	81
623	2006	2008	2010	2012	2018		The Trusting and the Maimed	Plunkett, James	1) core list		1300	Irish	1900s			Q6141341		4400	0	4
624	2006						A World of Love	Bowen, Elizabeth	2) Deleted 2008		1251	Irish	1900s		Q4003940	Q235308	66	69257	1	28
625		2008	2010	2012	2018		The Tree of Man	White, Patrick	3) Added 2008		572		1900s		Q5839903	Q129187	10309	97736	4	82
626	2006	2008	2010	2012	2018		The Last Temptation of Christ	Kazantzákis, Nikos	1) core list		146	Greek	1900s		Q1323860	Q214622	125409	501747	18	59
627		2008	2010	2012	2018		The Devil to Pay in the Backlands	Rosa, João Guimarães	3) Added 2008	Grande Sertão: Veredas	5		1900s		Q1891393	Q13012	84144	125500	9	32
628	2006	2008	2010	2012	2018		Lolita	Nabokov, Vladimir	1) core list		420	Russian/American	1900s		Q127149	Q36591	1588131	1589754	67	113
629	2006	2008	2010	2012	2018		The Talented Mr. Ripley	Highsmith, Patricia	1) core list		360	Swiss	1900s		Q472026	Q270635	472238	603610	24	48
630	2006	2008	2010	2012	2018		The Lord of the Rings	Tolkien, J.R.R.	1) core list		35	English	1900s		Q15228	Q892	5322052	5533813	114	154
631	2006	2008	2010	2012	2018		The Lonely Londoners	Selvon, Sam	1) core list		876	Trinidad/Canadian	1900s		Q7748128	Q7412589	22166	19343	1	9
632	2006	2008	2010	2012	2018		The Roots of Heaven	Gary, Romain	1) core list		250	Lithuanian/French	1900s		Q2896867	Q157322	60598	1288485	5	50
633	2006	2008	2010	2012	2018		The Floating Opera	Barth, John	1) core list		576	American	1900s		Q7734487	Q315683	8345	77939	2	39
634	2006						Seize the Day	Bellow, Saul	2) Deleted 2008		993	American	1900s		Q2907590	Q83059	19739	315524	7	98
635	2006	2008	2010	2012	2018		Giovanni’s Room	Baldwin, James	1) core list		24	Canadian/American	1900s		Q5563645	Q273210	214772	2318470	13	51
636	2006	2008	2010	2012	2018		Justine	Durrell, Lawrence	1) core list		450	Indian/French	1900s		Q2749203	Q219784	33686	404468	6	44
637	2006						The Wonderful “O”	Thurber, James	2) Deleted 2008		501	American	1900s		Q7775666	Q124527	2309	129677	1	29
638		2008	2010	2012	2018		The Glass Bees	Junger, Ernst	3) Added 2008		967		1900s		Q1532616	Q76727	13286	746012	5	51
639	2006	2008	2010	2012	2018		Doctor Zhivago	Pasternak, Boris	1) core list		332	Russian	1900s		Q206870	Q41223	803624	1048353	47	105
640	2006	2008	2010	2012	2018		Pnin	Nabokov, Vladimir	1) core list		366	Russian/American	1900s		Q289815	Q36591	26704	1589754	13	113
641	2006	2008	2010	2012	2018		On the Road	Kerouac, Jack	1) core list		897	American	1900s		Q743180	Q160534	917842	1301652	41	75
642		2008	2010	2012	2018		The Manila Rope	Meri, Veijo	3) Added 2008	Manillaköysi	1267		1900s		Q11880758	Q543798	6808	13100	1	28
643		2008	2010	2012	2018		The Deadbeats	Ruyslinck, Ward	3) Added 2008		1281		1900s			Q2246863		4674	0	8
644	2006	2008	2010	2012	2018		Homo Faber	Frisch, Max	1) core list		706	Swiss	1900s		Q667004	Q115483	213055	312739	18	54
645	2006	2008	2010	2012	2018		Blue of Noon	Bataille, Georges	1) core list		818	French	1900s		Q3220470	Q207359	14622	488275	3	49
646	2006	2008	2010	2012	2018		The Midwich Cuckoos	Wyndham, John	1) core list		353	English	1900s		Q905449	Q313673	155692	139544	11	35
647	2006	2008	2010	2012	2018		Voss	White, Patrick	1) core list		872	English/Australian	1900s		Q7942045	Q129187	22464	97736	5	82
648	2006	2008	2010	2012	2018		Jealousy	Robbe-Grillet, Alain	1) core list		965	French	1900s		Q1127082	Q216266	19034	154167	5	49
649		2008	2010	2012	2018		The Birds	Vesaas, Tarjei	3) Added 2008		196		1900s		Q1779262	Q381443	9164	38906	5	28
650	2006	2008	2010	2012	2018		The Once and Future King	White, T.H.	1) core list		261	Indian/Greek	1900s		Q1195086	Q453410	215266	105875	16	32
651	2006						The End of the Road	Barth, John	2) Deleted 2008		663	American	1900s		Q7732133	Q315683	7002	77939	1	39
652	2006	2008	2010	2012	2018		The Bell	Murdoch, Iris	1) core list		504	Irish/English	1900s		Q7716387	Q217495	16295	330830	4	60
653	2006	2008	2010	2012	2018		Borstal Boy	Behan, Brendan	1) core list		447	Irish	1900s		Q2911356	Q313063	28320	184882	3	35
654	2006						Mrs. ‘Arris Goes to Paris	Gallico, Paul	2) Deleted 2008		519	French	1900s		Q3797497	Q709751	78713	89985	1	22
655		2008	2010	2012	2018		Gabriela, Clove and Cinnamon	Amado, Jorge	3) Added 2008		159		1900s		Q140050	Q184440	58377	273608	13	67
656	2006	2008	2010	2012	2018		Saturday Night and Sunday Morning	Sillitoe, Alan	1) core list		583	English	1900s		Q444395	Q216398	20009	50917	6	35
657	2006	2008	2010	2012	2018		Things Fall Apart	Achebe, Chinua	1) core list		809	Nigerian	1900s		Q622400	Q155845	622113	554943	29	88
658	2006	2008	2010	2012	2018		The Bitter Glass	Dillon, Eilís	1) core list		1314	Irish	1900s			Q1567235		3404	0	8
659		2008	2010	2012	2018		The Guide	Narayan, R.K.	3) Added 2008		404		1900s		Q7738453	Q334252	91864	618120	7	45
660	2006	2008	2010	2012	2018		The Leopard	Tomasi di Lampedusa, Giuseppe	1) core list	Il Gattopardo	269	Italian	1900s		Q1193736	Q213482	517980	219809	28	47
661		2008	2010	2012	2018		Deep Rivers	Arguedas, José María	3) Added 2008	Los ríos profundos	811		1900s		Q656771	Q266816	176398	529646	6	31
662	2006	2008	2010	2012	2018		Breakfast at Tiffany’s	Capote, Truman	1) core list		339	American	1900s		Q849930	Q134180	458782	3621460	32	77
663	2006	2008	2010	2012	2018		Pluck the Bud and Destroy the Offspring	Oe, Kenzaburo	1) core list		628	Japanese	1900s		Q5227743	Q80095	25015	1076282	4	94
664	2006	2008	2010	2012	2018		Billiards at Half-Past Nine	Böll, Heinrich	1) core list		451	German	1900s		Q655773	Q42747	26357	424293	7	95
665	2006						Memento Mori	Spark, Muriel	2) Deleted 2008		943	Scottish	1900s		Q6815201	Q233956	23371	118729	2	40
666	2006						Henderson the Rain King	Bellow, Saul	2) Deleted 2008		697	American	1900s		Q3795484	Q83059	29642	315524	5	98
667		2008	2010	2012	2018		Down Second Avenue	Mphahlele, Es'kia	3) Added 2008		1053		1900s		Q42189108	Q1372674	677	10933	1	15
668	2006	2008	2010	2012	2018		Cider With Rosie	Lee, Laurie	1) core list		375	English	1900s		Q2754105	Q976071	37902	73749	3	16
669	2006	2008	2010	2012	2018		The Tin Drum	Grass, Günter	1) core list		454	Polish	1900s		Q899334	Q6538	377167	514913	33	111
670	2006	2008	2010	2012	2018		Naked Lunch	Burroughs, William	1) core list		1070	American	1900s		Q379286	Q188176	488661	1179149	18	59
671	2006	2008	2010	2012	2018		Billy Liar	Waterhouse, Keith	1) core list		800	English	1900s		Q2747986	Q963015	15042	16861	6	13
672	2006	2008	2010	2012	2018		Absolute Beginners	MacInnes, Colin	1) core list		979	English	1900s		Q4669763	Q1563964	13168	9399	2	9
673	2006	2008	2010	2012	2018		Promise at Dawn	Gary, Romain	1) core list		31	Lithuanian/French	1900s		Q822690	Q157322	217182	1288485	8	50
674	2006	2008	2010	2012	2018		Rabbit, Run	Updike, John	1) core list		985	American	1900s		Q178791	Q105756	121420	392737	11	70
675	2006	2008	2010	2012	2018		To Kill a Mockingbird	Lee, Harper	1) core list		21	American	1900s		Q212340	Q182658	2580707	1049057	55	86
676		2008	2010	2012	2018		The Magician of Lublin	Singer, Isaac Bashevis	3) Added 2008		461		1900s		Q9352340	Q75612	21394	311658	11	90
677		2008	2010	2012	2018		Halftime	Walser, Martin	3) Added 2008	Halbzeit	1313		1900s		Q106913793	Q57387		459669	0	38
678	2006	2008	2010	2012	2018		The Country Girls	O'Brien, Edna	1) core list		912	Irish	1900s		Q7727791	Q178225	26348	92839	1	27
679	2006						Our Ancestors	Calvino, Italo	2) Deleted 2008		68	Italian	1900s		Q3791080	Q154756	34673	988659	3	67
680	2006						How It Is	Beckett, Samuel	2) Deleted 2008		284	Irish	1900s		Q498529	Q37327	11974	1307056	7	108
681	2006						The Violent Bear it Away	O'Connor, Flannery	2) Deleted 2008		104	American	1900s		Q7772743	Q234579	34421	506451	2	44
682		2008	2010	2012	2018		Bebo's Girl	Cassola, Carlo	3) Added 2008	La ragazza di Bube	998	Italian	1900s		Q3212134	Q530655	27755	29006	4	18
683		2008	2010	2012	2018		God's Bits of Wood	Sembene, Ousmane	3) Added 2008		444		1900s		Q3231133	Q314966	16984	129037	2	42
684		2008	2010	2012	2018		The Shipyard	Onetti, Juan Carlos	3) Added 2008	El astillero	718		1900s		Q16653485	Q16873	62	94730	1	39
685	2006	2008	2010	2012	2018		Catch-22	Heller, Joseph	1) core list		333	American	1900s		Q278208	Q208101	1112889	234360	40	52
686	2006	2008	2010	2012	2018		Solaris	Lem, Stanislaw	1) core list		233	Polish	1900s		Q261281	Q6530	450611	795770	45	78
687	2006	2008	2010	2012	2018		Cat and Mouse	Grass, Günter	1) core list		1024	Polish	1900s		Q1736859	Q6538	32577	514913	11	111
688	2006	2008	2010	2012	2018		The Prime of Miss Jean Brodie	Spark, Muriel	1) core list		616	Scottish	1900s		Q2074335	Q233956	79824	118729	11	40
689	2006	2008	2010	2012	2018		A Severed Head	Murdoch, Iris	1) core list		756	English	1900s		Q4659428	Q217495	13166	330830	2	60
690	2006	2008	2010	2012	2018		Franny and Zooey	Salinger, J.D.	1) core list		223	American	1900s		Q1445395	Q79904	157747	1398607	18	87
691		2008	2010	2012	2018		No One Writes to the Colonel	García Márquez, Gabriel	3) Added 2008		435		1900s		Q1132408	Q5878	201975	2940272	35	156
692	2006	2008	2010	2012	2018		Faces in the Water	Frame, Janet	1) core list		299	New Zealand	1900s		Q42184657	Q241215		187792	0	24
693		2008	2010	2012	2018		Memoirs of a Peasant Boy	Neira Vilas, Xosé	3) Added 2008		591		1900s		Q11692035	Q3322486	5943	9130	7	8
694	2006	2008	2010	2012	2018		Stranger in a Strange Land	Heinlein, Robert	1) core list		478		1900s		Q929821	Q123078	416481	939313	30	71
695	2006	2008	2010	2012	2018		The Garden of the Finzi-Continis	Bassani, Giorgio	1) core list	Il giardino dei Finzi-Contini	617	Italian	1900s		Q533391	Q318309	126004	93062	13	32
696	2006	2008	2010	2012	2018		Girl With Green Eyes	O'Brien, Edna	1) core list		954	Irish	1900s		Q126938858	Q178225		92839	1	27
697	2006	2008	2010	2012	2018		Labyrinths	Borges, Jorge Luis	1) core list		4	Argentian/Swiss	1900s		Q6467743	Q909	41843	1851970	1	141
698	2006	2008	2010	2012	2018		The Golden Notebook	Lessing, Doris	1) core list		882		1900s		Q784986	Q40874	106665	686537	19	106
699	2006						The Drowned World	Ballard, J.G.	2) Deleted 2008		1040		1900s		Q2519711	Q140201	64346	399632	10	45
700		2008	2010	2012	2018		Time of Silence	Martín-Santos, Luis	3) Added 2008		828		1900s		Q3311083	Q1381427	30993	25575	6	13
701	2006	2008	2010	2012	2018		Pale Fire	Nabokov, Vladimir	1) core list		83	Russian/American	1900s		Q1229792	Q36591	267476	1589754	18	113
702	2006	2008	2010	2012	2018		A Clockwork Orange	Burgess, Anthony	1) core list		208	English	1900s		Q692557	Q217619	912821	463163	47	63
703	2006	2008	2010	2012	2018		One Flew Over the Cuckoo’s Nest	Kesey, Ken	1) core list		52	American	1900s		Q857313	Q244390	590114	452861	28	56
704	2006						The Collector	Fowles, John	2) Deleted 2008		245	English	1900s		Q1196602	Q214660	204999	183819	17	46
705		2008	2010	2012	2018		The Death of Artemio Cruz	Fuentes, Carlos	3) Added 2008		538		1900s		Q2030203	Q154691	48921	323827	8	67
706		2008	2010	2012	2018		The Time of the Hero	Vargas Llosa, Mario	3) Added 2008	La ciudad y los perros	164	Peruvian	1900s		Q763199	Q39803	187252	1285480	17	94
707	2006	2008	2010	2012	2018		One Day in the Life of Ivan Denisovich	Solzhenitsyn, Aleksandr	1) core list		258	Russian	1900s		Q27321	Q34474	270733	1774031	33	118
708		2008	2010	2012	2018		The Third Wedding	Taktsis, Costas	3) Added 2008		141		1900s		Q42196465	Q3201193		28630	0	7
709		2008	2010	2012	2018		Dog Years	Grass, Günter	3) Added 2008		893	Polish	1900s		Q499564	Q6538	18946	514913	11	111
710	2006	2008	2010	2012	2018		The Bell Jar	Plath, Sylvia	1) core list		226	American	1900s		Q1213085	Q133054	701136	2296150	26	80
711	2006	2008	2010	2012	2018		Inside Mr. Enderby	Burgess, Anthony	1) core list		968	English	1900s		Q4296506	Q217619	4992	463163	2	63
712	2006	2008	2010	2012	2018		The Girls of Slender Means	Spark, Muriel	1) core list		898	Scottish	1900s		Q716712	Q233956	9110	118729	3	40
713	2006	2008	2010	2012	2018		The Spy Who Came in from the Cold	Le Carré, John	1) core list		131	English	1900s		Q468071	Q209641	236327	1032501	28	64
714	2006	2008	2010	2012	2018		Manon des Sources	Pagnol, Marcel	1) core list		168	French	1900s		Q3286482	Q236630	13569	438086	1	52
715	2006	2008	2010	2012	2018		The Graduate	Webb, Charles	1) core list		1135	American	1900s		Q6725109	Q1066407	38519	31834	5	14
716	2006	2008	2010	2012	2018		Cat's Cradle	Vonnegut, Kurt	1) core list		67	American	1900s		Q41359	Q49074	486286	1528938	22	82
717	2006	2008	2010	2012	2018		V.	Pynchon, Thomas	1) core list		507	American	1900s		Q1191071	Q35155	136691	704820	12	61
718	2006	2008	2010	2012	2018		Herzog	Bellow, Saul	1) core list		702	Canadian/American	1900s		Q1424503	Q83059	52691	315524	10	98
719	2006	2008	2010	2012	2018		The Ravishing of Lol V. Stein	Duras, Marguerite	1) core list		911	French	1900s		Q2717178	Q153248	27537	561631	9	57
720	2006	2008	2010	2012	2018		Arrow of God	Achebe, Chinua	1) core list		626	Nigerian	1900s		Q4796152	Q155845	48369	554943	8	88
721	2006						Albert Angelo	Johnson, B.S.	2) Deleted 2008		693	English	1900s		Q4709639	Q795238	2636	18222	1	13
722	2006						Come Back, Dr. Caligari	Barthelme, Donald	2) Deleted 2008		638	American	1900s			Q353869		52874	0	28
723		2008	2010	2012	2018		Three Trapped Tigers	Cabrera Infante, Guillermo	3) Added 2008		603		1900s		Q3540053	Q302675	21017	42966	6	30
724	2006	2008	2010	2012	2018		Sometimes a Great Notion	Kesey, Ken	1) core list		187	American	1900s		Q4373175	Q244390	60173	452861	6	56
725	2006	2008	2010	2012	2018		The Passion According to G.H.	Lispector, Clarice	1) core list		111	Russian/Brazilian	1900s		Q9558465	Q235955	42615	546499	4	46
726		2008	2010	2012	2018		Back to Oegstgeest	Wolkers, Jan	3) Added 2008	Terug naar Oegstgeest	1203	Dutch	1900s		Q2045007	Q379679	4597	42008	2	23
727		2008	2010	2012	2018		Closely Watched Trains	Hrabal, Bohumil	3) Added 2008		472		1900s		Q3998257	Q242130	19129	223493	6	48
728	2006	2008	2010	2012	2018		The River Between	Ngugi wa Thiong'o	1) core list		741	Kenyan	1900s		Q7760989	Q302910	28417	165280	3	58
729		2008	2010	2012	2018		Garden, Ashes	Kis, Danilo	3) Added 2008		116		1900s		Q16981656	Q310562	3041	86888	2	41
730	2006	2008	2010	2012	2018		Everything That Rises Must Converge	O'Connor, Flannery	1) core list		28	American	1900s		Q5418095	Q234579	41603	506451	2	44
731	2006						God Bless You, Mr. Rosewater	Vonnegut, Kurt	2) Deleted 2008		302	American	1900s		Q2637474	Q49074	47880	1528938	9	82
732	2006						August is a Wicked Month	O'Brien, Edna	2) Deleted 2008		1236	Irish	1900s		Q16154411	Q178225	2256	92839	1	27
733	2006	2008	2010	2012	2018		Things: A Story of the Sixties	Perec, Georges	1) core list	Les choses	691	French	1900s		Q2916018	Q157303	30852	289974	5	48
734		2008	2010	2012	2018		Death and the Dervish	Selimovic, Mesa	3) Added 2008	Derviš i smrt	3		1900s		Q1192882	Q315677	59953	115965	15	31
735		2008	2010	2012	2018		Silence	Endo, Shusaku	3) Added 2008		128		1900s		Q3960523	Q316217	206206	289697	25	43
736		2008	2010	2012	2018		To Each His Own	Sciascia, Leonardo	3) Added 2008	A ciascuno il suo	514	Italian	1900s		Q2238230	Q317142	32165	202573	3	36
737	2006	2008	2010	2012	2018		The Crying of Lot 49	Pynchon, Thomas	1) core list		725	American	1900s		Q2344707	Q35155	170881	704820	15	61
738	2006	2008	2010	2012	2018		Giles Goat-Boy	Barth, John	1) core list		1008	American	1900s		Q5561660	Q315683	10387	77939	1	39
739		2008	2010	2012	2018		Marks of Identity	Goytisolo, Juan	3) Added 2008		1021		1900s		Q2276058	Q353762	7370	62076	4	33
740	2006	2008	2010	2012	2018		The Vice-Consul	Duras, Marguerite	1) core list		1072	French	1900s		Q3228084	Q153248	4976	561631	1	57
741	2006	2008	2010	2012	2018		The Magus	Fowles, John	1) core list		337	English	1900s		Q1195350	Q214660	181184	183819	12	46
742	2006	2008	2010	2012	2018		In Cold Blood	Capote, Truman	1) core list		158	American	1900s		Q1142887	Q134180	834916	3621460	25	77
743	2006						Trawl	Johnson, B.S.	2) Deleted 2008		1218	English	1900s			Q795238		18222	0	13
744	2006						The Birds Fall Down	West, Rebecca	2) Deleted 2008		1145	English	1900s			Q236669		104332	0	40
745	2006						A Man Asleep	Perec, Georges	2) Deleted 2008	Un homme qui dort	179	French	1900s		Q245847	Q157303	24480	289974	10	48
746	2006	2008	2010	2012	2018		The Master and Margarita	Bulgakov, Mikhail	1) core list		18	Russian	1900s		Q188538	Q835	2313113	1693931	60	90
747	2006	2008	2010	2012	2018		Wide Sargasso Sea	Rhys, Jean	1) core list		932	Domenican/English	1900s		Q2268151	Q230598	226920	128825	14	40
748	2006	2008	2010	2012	2018		The Third Policeman	O'Brien, Flann	1) core list		219		1900s		Q2483345	Q469093	53662	76187	5	30
749		2008	2010	2012	2018		Miramar	Mahfouz, Naguib	3) Added 2008		577		1900s		Q339908	Q7176	10875	651347	6	138
750		2008	2010	2012	2018		Z	Vassilikos, Vassilis	3) Added 2008		423		1900s		Q3574397	Q1362809	11337	75514	4	16
751	2006						The Joke	Kundera, Milan	2) Deleted 2008		290	Czech	1900s		Q1156065	Q93166	136269	2208580	22	83
752	2006	2008	2010	2012	2018		Pilgrimage	Richardson, Dorothy	1) core list		1221	English	1900s		Q30610271	Q447268	6811	21291	3	21
753		2008	2010	2012	2018		The Manor	Singer, Isaac Bashevis	3) Added 2008		490		1900s		Q16570470	Q75612	589	311658	1	90
754	2006	2008	2010	2012	2018		One Hundred Years of Solitude	García Márquez, Gabriel	1) core list		190	Colombian	1900s		Q178869	Q5878	2340845	2940272	79	156
755	2006						The Cubs and Other Stories	Vargas Llosa, Mario	2) Deleted 2008		1050	Peruvian	1900s		Q5979860	Q39803	5063	1285480	1	94
756	2006						Chocky	Wyndham, John	2) Deleted 2008		559	English	1900s		Q1148208	Q313673	25013	139544	5	35
757	2006	2008	2010	2012	2018		No Laughing Matter	Wilson, Angus	1) core list		1304	English	1900s		Q7044341	Q287460	2804	17014	3	20
758		2008	2010	2012	2018		Day of the Dolphin	Merle, Robert	3) Added 2008		780		1900s		Q837041	Q315949	10213	105184	7	32
759	2006	2008	2010	2012	2018		The Electric Kool-Aid Acid Test	Wolfe, Tom	1) core list		433	American	1900s		Q13424625	Q216195	153022	473504	6	45
760	2006	2008	2010	2012	2018		Eva Trout	Bowen, Elizabeth	1) core list		1235		1900s		Q3735146	Q235308	3887	69257	3	28
761		2008	2010	2012	2018		The Cathedral	Honchar, Oles	3) Added 2008		624		1900s		Q12154124	Q2388302	26419	98168	8	22
762	2006	2008	2010	2012	2018		A Kestrel for a Knave	Hines, Barry	1) core list		317	English	1900s		Q4657543	Q4864315	35696	58026	1	8
763	2006	2008	2010	2012	2018		In Watermelon Sugar	Brautigan, Richard	1) core list		194	American	1900s		Q3743610	Q357114	40005	143002	5	33
764	2006	2008	2010	2012	2018		The German Lesson	Lenz, Siegfried	1) core list		329	German	1900s		Q1206523	Q76412	89625	106808	9	46
765	2006						Dark as the Grave Wherein My Friend is Laid	Lowry, Malcolm	2) Deleted 2008		1057	English	1900s			Q357120		75072	0	34
766	2006	2008	2010	2012	2018		The Quest for Christa T.	Wolf, Christa	1) core list		966		1900s		Q1962235	Q57382	7680	135813	4	54
767	2006	2008	2010	2012	2018		Do Androids Dream of Electric Sheep?	Dick, Philip K.	1) core list		123	American	1900s		Q605249	Q171091	1204879	1553659	37	72
768	2006	2008	2010	2012	2018		2001: A Space Odyssey	Clarke, Arthur C.	1) core list		81	England	1900s		Q835341	Q47087	308576	1179600	27	87
769	2006	2008	2010	2012	2018		Belle du Seigneur	Cohen, Albert	1) core list		600	Greek/Swiss	1900s		Q2717165	Q123553	86475	82316	9	30
770	2006						The Nice and the Good	Murdoch, Iris	2) Deleted 2008		724	English	1900s		Q18393581	Q217495	4596	330830	2	60
771	2006	2008	2010	2012	2018		Cancer Ward	Solzhenitsyn, Aleksandr	1) core list		112	Russian	1900s		Q1093483	Q34474	89226	1774031	19	118
772	2006	2008	2010	2012	2018		Myra Breckinridge	Vidal, Gore	1) core list		1038	American	1900s		Q2739687	Q167821	59480	983516	5	64
773	2006	2008	2010	2012	2018		The First Circle	Solzhenitsyn, Aleksandr	1) core list		115	Russian	1900s		Q599585	Q34474	70561	1774031	14	118
774	2006	2008	2010	2012	2018		A Void	Perec, Georges	1) core list	La disparition	721	French	1900s		Q595140	Q157303	154739	289974	11	48
775	2006	2008	2010	2012	2018		Them	Oates, Joyce Carol	1) core list		994	American	1900s		Q7781163	Q217557	26053	542680	4	45
776	2006	2008	2010	2012	2018		Ada	Nabokov, Vladimir	1) core list		207	Russian/American	1900s		Q117431	Q36591	103483	1589754	15	113
