ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	Work QRank	Author QRank	Work Sitelinks	Author Sitelinks
777	2006	2008	2010	2012	2018		The Godfather	Puzo, Mario	1) core list		14	American	1900s		Q243556	Q182870	780751	906283	47	71
778	2006	2008	2010	2012	2018		Portnoy’s Complaint	Roth, Philip	1) core list		775	American	1900s		Q2707531	Q187019	159820	769089	13	75
779		2008	2010	2012	2018		Jacob the Liar	Becker, Jurek	3) Added 2008		738		1900s		Q1034591	Q77317	40832	49663	10	25
780	2006						The Green Man	Amis, Kingsley	2) Deleted 2008		1058	English	1900s		Q7738180	Q220078	6340	270723	2	52
781	2006	2008	2010	2012	2018		The French Lieutenant’s Woman	Fowles, John	1) core list		562	English	1900s		Q1268075	Q214660	147846	183819	19	46
782	2006	2008	2010	2012	2018		Slaughterhouse Five	Vonnegut, Kurt	1) core list		138	American	1900s		Q265954	Q49074	945574	1528938	37	82
783	2006	2008	2010	2012	2018		Blind Man With a Pistol	Himes, Chester	1) core list		1039	American	1900s		Q16208871	Q550521	1961	61698	1	19
784	2006	2008	2010	2012	2018		Pricksongs and Descants	Coover, Robert	1) core list		785	American	1900s			Q1282338		32441	0	20
785	2006	2008	2010	2012	2018		Tent of Miracles	Amado, Jorge	1) core list		754	Brazilian	1900s		Q140000	Q184440	9766	273608	7	67
786	2006						The Atrocity Exhibition	Ballard, J.G.	2) Deleted 2008		548		1900s		Q1083082	Q140201	61381	399632	6	45
787		2008	2010	2012	2018		The Case Worker	Konrad, Gyorgy	3) Added 2008		476		1900s			Q326823		26557	0	29
788		2008	2010	2012	2018		Moscow Stations	Erofeyev, Venedikt	3) Added 2008		165		1900s		Q1215725	Q366503	156885	140862	17	28
789		2008	2010	2012	2018		Heartbreak Tango	Puig, Manuel	3) Added 2008	Boquitas pintadas	571		1900s		Q580827	Q284560	42550	107139	4	35
790		2008	2010	2012	2018		Season of Migration to the North	Salih, Tayeb	3) Added 2008		727		1900s		Q921128	Q561434	72828	64252	13	28
791		2008	2010	2012	2018		Here's to You, Jesusa	Poniatowska, Elena	3) Added 2008		608		1900s		Q5861346	Q261397	6611	174203	1	30
792		2008	2010	2012	2018		Fifth Business	Davies, Robertson	3) Added 2008		177		1900s		Q5447489	Q545375	17295	54350	3	23
793		2008	2010	2012	2018		Play It As It Lays	Didion, Joan	3) Added 2008		445	American	1900s		Q3906483	Q267691	73717	770267	3	42
794	2006	2008	2010	2012	2018		Anniversaries	Johnson, Uwe	1) core list	Jahrestage	686	German/English	1900s		Q1678667	Q61627	19173	71954	2	28
795	2006						Troubles	Farrell, J.G.	2) Deleted 2008		825	English	1900s		Q4000425	Q542763	12869	32207	5	25
796	2006						Mercier and Camier	Beckett, Samuel	2) Deleted 2008		777	Irish	1900s		Q6818495	Q37327	4801	1307056	3	108
797		2008	2010	2012	2018		A World for Julius	Bryce Echenique, Alfredo	3) Added 2008		222		1900s		Q4660815	Q734092	20016	56994	3	19
798	2006	2008	2010	2012	2018		I Know Why the Caged Bird Sings	Angelou, Maya	1) core list		38	American	1900s		Q3163506	Q19526	334768	1618961	13	105
799	2006						Goalie’s Anxiety at the Penalty Kick	Handke, Peter	2) Deleted 2008		1212	Austrian	1900s		Q252283	Q44107	24639	367899	7	79
800	2006	2008	2010	2012	2018		The Bluest Eye	Morrison, Toni	1) core list		176	American	1900s		Q1069956	Q72334	362220	1085899	17	105
801	2006						The Ogre	Tournier, Michael	2) Deleted 2008		325	French	1900s		Q3226565	Q160783	32026	104620	5	38
802	2006						The Driver’s Seat	Spark, Muriel	2) Deleted 2008		892	Scottish	1900s		Q3791807	Q233956	14906	118729	3	40
803	2006	2008	2010	2012	2018		The Sea of Fertility	Mishima, Yukio	1) core list		172	Japanese	1900s		Q948709	Q134456	164928	2748787	14	93
804	2006	2008	2010	2012	2018		Rabbit Redux	Updike, John	1) core list		711	American	1900s		Q1725082	Q105756	23645	392737	4	70
805	2006						The Wild Boys	Burroughs, William	2) Deleted 2008		989	American	1900s		Q4161486	Q188176	23142	1179149	5	59
806		2008	2010	2012	2018		Cataract	Osadchyi, Mykhailo	3) Added 2008		1310		1900s			Q12136505		2191	0	4
807	2006	2008	2010	2012	2018		Group Portrait With Lady	Böll, Heinrich	1) core list		503	German	1900s		Q1551030	Q42747	21334	424293	11	95
808	2006	2008	2010	2012	2018		Fear and Loathing in Las Vegas	Thompson, Hunter S.	1) core list		108	American	1900s		Q772435	Q219780	456427	1668271	21	54
809	2006	2008	2010	2012	2018		The Book of Daniel	Doctorow, E.L.	1) core list		578	American	1900s		Q1167369	Q335232	13332	100245	3	38
810		2008	2010	2012	2018		Lives of Girls and Women	Munro, Alice	3) Added 2008		286	Canadian	1900s		Q60663993	Q234819		338259	0	105
811	2006	2008	2010	2012	2018		House Mother Normal	Johnson, B.S.	1) core list		787	English	1900s		Q5913696	Q795238	1752	18222	1	13
812	2006	2008	2010	2012	2018		In A Free State	Naipaul, V.S.	1) core list		1067	Trinidad	1900s		Q3797477	Q44593	20367	330557	5	97
813	2006	2008	2010	2012	2018		Surfacing	Atwood, Margaret	1) core list		1065	Canadian	1900s		Q7646051	Q183492	30762	1156848	11	76
814	2006	2008	2010	2012	2018		G	Berger, John	1) core list		1071	English	1900s		Q3755540	Q382604	16858	178106	5	38
815	2006	2008	2010	2012	2018		The Summer Book	Jansson, Tove	1) core list		113	Finlandish	1900s		Q7767247	Q102071	28049	820350	5	71
816	2006						The Breast	Roth, Philip	2) Deleted 2008		1240	American	1900s		Q2467604	Q187019	12434	769089	6	75
817		2008	2010	2012	2018		The Twilight Years	Ariyoshi, Sawako	3) Added 2008		899		1900s		Q7770858	Q469707	29421	178985	3	14
818		2008	2010	2012	2018		The Optimist's Daughter	Welty, Eudora	3) Added 2008		1029	American	1900s		Q7755231	Q259364	24525	137536	3	35
819	2006	2008	2010	2012	2018		Invisible Cities	Calvino, Italo	1) core list		56	Italian	1900s		Q1219705	Q154756	257703	988659	17	67
820	2006						Sula	Morrison, Toni	2) Deleted 2008		346	American	1900s		Q3503405	Q72334	88845	1085899	6	105
821	2006						The Black Prince	Murdoch, Iris	2) Deleted 2008		489	Irish	1900s		Q7718418	Q217495	16982	330830	3	60
822	2006	2008	2010	2012	2018		Gravity’s Rainbow	Pynchon, Thomas	1) core list		469	American	1900s		Q1212160	Q35155	443318	704820	19	61
823	2006	2008	2010	2012	2018		The Honorary Consul	Greene, Graham	1) core list		700	English	1900s		Q1998813	Q128560	17544	750910	6	81
824	2006	2008	2010	2012	2018		Crash	Ballard, J.G.	1) core list		976		1900s		Q1093988	Q140201	87769	399632	10	45
825	2006	2008	2010	2012	2018		The Castle of Crossed Destinies	Calvino, Italo	1) core list		1027	Italian	1900s		Q612882	Q154756	45572	988659	7	67
826	2006	2008	2010	2012	2018		The Siege of Krishnapur	Farrell, J.G.	1) core list		506	English	1900s		Q3818819	Q542763	17102	32207	5	25
827	2006	2008	2010	2012	2018		A Question of Power	Head, Bessie	1) core list		900	S African	1900s		Q42194769	Q455286		39820	1	20
828	2006	2008	2010	2012	2018		Fear of Flying	Jong, Erica	1) core list		1133	American	1900s		Q1088550	Q236950	76968	217690	6	40
829	2006						Breakfast of Champions	Vonnegut, Kurt	2) Deleted 2008		151	American	1900s		Q788777	Q49074	169454	1528938	18	82
830	2006						Tinker Tailor Soldier Spy	Le Carré, John	2) Deleted 2008		206	English	1900s		Q582811	Q209641	378601	1032501	18	64
831		2008	2010	2012	2018		The Dispossessed	Le Guin, Ursula K.	3) Added 2008		57		1900s		Q467720	Q181659	286781	1137623	24	80
832		2008	2010	2012	2018		The Diviners	Laurence, Margaret	3) Added 2008		110		1900s		Q7730431	Q443591	11590	49986	1	14
833	2006	2008	2010	2012	2018		The Lost Honor of Katharina Blum	Böll, Heinrich	1) core list		751	German	1900s		Q841315	Q42747	138091	424293	27	95
834	2006	2008	2010	2012	2018		Dusklands	Coetzee, J.M.	1) core list		1116	S. African	1900s		Q675265	Q43293	9658	391263	7	93
835	2006	2008	2010	2012	2018		The Fan Man	Kotzwinkle, William	1) core list		229	American	1900s		Q15052483	Q639538	3540	14951	1	10
836		2008	2010	2012	2018		The Port	Šoljan, Antun	3) Added 2008	Luka	1270		1900s		Q97224965	Q1292483	613	4666	1	11
837	2006	2008	2010	2012	2018		Ragtime	Doctorow, E.L.	1) core list		466	American	1900s		Q737910	Q335232	53612	100245	8	38
838		2008	2010	2012	2018		The Commandant	Anderson, Jessica	3) Added 2008		1283		1900s			Q458240		3881	0	14
839		2008	2010	2012	2018		The Year of the Hare	Paasilinna, Arto	3) Added 2008		881		1900s		Q661017	Q211542	44879	90350	15	41
840	2006	2008	2010	2012	2018		Humboldt’s Gift	Bellow, Saul	1) core list		644	Canadian/American	1900s		Q3793856	Q83059	30853	315524	7	98
841	2006						High Rise	Ballard, J.G.	2) Deleted 2008		929		1900s		Q2249908	Q140201	61908	399632	9	45
842		2008	2010	2012	2018		Woman at Point Zero	El Saadawi, Nawal	3) Added 2008		156		1900s		Q8030711	Q238514	31677	222055	8	50
843	2006	2008	2010	2012	2018		Willard and His Bowling Trophies	Brautigan, Richard	1) core list		528	American	1900s		Q8003506	Q357114	1387	143002	2	33
844	2006	2008	2010	2012	2018		Fatelessness	Kertész, Imre	1) core list		184	Hungarian	1900s		Q655701	Q47755	53687	176019	22	89
845	2006	2008	2010	2012	2018		The Dead Father	Barthelme, Donald	1) core list		708	American	1900s		Q7729289	Q353869	4012	52874	1	28
846	2006						Grimus	Rushdie, Salman	2) Deleted 2008		1178	Indian	1900s		Q224965	Q44306	14161	2473385	8	98
847	2006	2008	2010	2012	2018		Correction	Bernhard, Thomas	1) core list		51		1900s		Q698410	Q44336	11617	346356	3	49
848	2006						Dead Babies	Amis, Martin	2) Deleted 2008		1183	English	1900s		Q3400390	Q310176	16379	978134	3	47
849	2006	2008	2010	2012	2018		A Dance to the Music of Time	Powell, Anthony	1) core list		639	English	1900s		Q1392936	Q573805	57966	13805	2	14
850	2006	2008	2010	2012	2018		W, or the Memory of Childhood	Perec, Georges	1) core list		516	French	1900s		Q3564888	Q157303	33382	289974	5	48
851	2006	2008	2010	2012	2018		The Autumn of the Patriarch	García Márquez, Gabriel	1) core list		509	Colombian	1900s		Q961566	Q5878	121509	2940272	27	156
852	2006	2008	2010	2012	2018		Patterns of Childhood	Wolf, Christa	1) core list		597	German	1900s		Q1741948	Q57382	5279	135813	2	54
853	2006						Amateurs	Barthelme, Donald	2) Deleted 2008		761	American	1900s		Q16514436	Q353869	52	52874	0	28
854		2008	2010	2012	2018		Blaming	Taylor, Elizabeth	3) Added 2008		909	English	1900s		Q16385153	Q442330	826	40702	1	14
855	2006	2008	2010	2012	2018		Cutter and Bone	Thornburg, Newton	1) core list		520	American	1900s		Q5196946	Q7020395	3733	3989	1	5
856	2006	2008	2010	2012	2018		Interview With the Vampire	Rice, Anne	1) core list		253	American	1900s		Q176470	Q184785	464298	787134	27	62
857	2006						The Public Burning	Coover, Robert	2) Deleted 2008		545	American	1900s		Q7758686	Q1282338	10065	32441	1	20
858	2006						Ratner’s Star	DeLillo, Don	2) Deleted 2008		1160	American	1900s		Q16991530	Q310048	8099	369827	3	43
859	2006	2008	2010	2012	2018		The Left-Handed Woman	Handke, Peter	1) core list		1216	Austrian	1900s		Q3822159	Q44107	2853	367899	3	79
860		2008	2010	2012	2018		Kiss of the Spider Woman	Puig, Manuel	3) Added 2008		321		1900s		Q646668	Q284560	92766	107139	12	35
861		2008	2010	2012	2018		Almost Transparent Blue	Murakami, Ryu	3) Added 2008		1198	Japanese	1900s		Q597217	Q380265	94625	308063	7	36
862	2006	2008	2010	2012	2018		In the Heart of the Country	Coetzee, J.M.	1) core list		845	S. African	1900s		Q5832104	Q43293	8119	391263	6	93
863		2008	2010	2012	2018		The Engineer of Human Souls	Skvorecky, Josef	3) Added 2008		340		1900s		Q25714596	Q333741		62780	0	29
864		2008	2010	2012	2018		Quartet in Autumn	Pym, Barbara	3) Added 2008		378		1900s		Q737164	Q272585	4878	48599	3	19
865	2006	2008	2010	2012	2018		The Hour of the Star	Lispector, Clarice	1) core list		210	Russian/Brazilian	1900s		Q7740489	Q235955	73787	546499	7	46
866	2006	2008	2010	2012	2018		Song of Solomon	Morrison, Toni	1) core list		183	American	1900s		Q3480330	Q72334	145202	1085899	12	105
867	2006						Petals of Blood	Ngugi wa Thiong'o	2) Deleted 2008		699	Kenyan	1900s		Q7171660	Q302910	23581	165280	3	58
868		2008	2010	2012	2018		The Wars	Findley, Timothy	3) Added 2008		460		1900s		Q7773615	Q1379443	10385	14534	1	15
869	2006	2008	2010	2012	2018		Dispatches	Herr, Michael	1) core list		40	American	1900s		Q4801413	Q937835	28418	50925	4	23
870	2006	2008	2010	2012	2018		The Shining	King, Stephen	1) core list		105	American	1900s		Q470937	Q39829	792944	5752199	33	110
871	2006	2008	2010	2012	2018		Delta of Venus	Nin, Anaïs	1) core list		915	French	1900s		Q1167497	Q220018	85497	714791	9	64
872	2006						The Passion of New Eve	Carter, Angela	2) Deleted 2008		903	English	1900s		Q3823481	Q234519	9621	151795	2	41
873		2008	2010	2012	2018		The Beggar Maid	Munro, Alice	3) Added 2008		392	Canadian	1900s		Q3667381	Q234819	7545	338259	2	105
874		2008	2010	2012	2018		Requiem for a Dream	Selby, Jr. Hubert	3) Added 2008		122		1900s		Q3428183	Q551487	104190	120775	9	25
875	2006	2008	2010	2012	2018		The Singapore Grip	Farrell, J.G.	1) core list		681	English	1900s		Q716707	Q542763	20623	32207	4	25
876	2006	2008	2010	2012	2018		The Sea, The Sea	Murdoch, Iris	1) core list		523	English	1900s		Q3794562	Q217495	64772	330830	9	60
877	2006	2008	2010	2012	2018		Life: A User’s Manual	Perec, Georges	1) core list	La vie: mode d'emploi	117	French	1900s		Q302255	Q157303	97117	289974	18	48
878	2006						The World According to Garp	Irving, John	2) Deleted 2008		240	American	1900s		Q2507282	Q310379	177356	503937	18	45
879		2008	2010	2012	2018		The Back Room	Martin Gaite, Carmen	3) Added 2008		632		1900s		Q5834434	Q268582	14584	106982	4	19
880	2006	2008	2010	2012	2018		The Virgin in the Garden	Byatt, A.S.	1) core list		937	English	1900s		Q24255754	Q232417	9233	263179	2	47
881	2006						Yes	Bernhard, Thomas	2) Deleted 2008		282		1900s		Q1676734	Q44336	4393	346356	3	49
882	2006	2008	2010	2012	2018		The Cement Garden	McEwan, Ian	1) core list		973	English	1900s		Q1198186	Q190379	67831	586384	15	52
883	2006	2008	2010	2012	2018		Hitchhiker’s Guide to the Galaxy	Adams, Douglas	1) core list		30	English	1900s		Q25169	Q42	1557227	909604	35	87
884	2006	2008	2010	2012	2018		If On a Winter’s Night a Traveler	Calvino, Italo	1) core list	Se una notte d'inverno un viaggiatore	163	Italian	1900s		Q1032190	Q154756	221806	988659	17	67
885	2006						The Safety Net	Böll, Heinrich	2) Deleted 2008		1182	German	1900s		Q17332470	Q42747	3451	424293	2	95
886		2008	2010	2012	2018		So Long a Letter	Ba, Mariama	3) Added 2008		358		1900s		Q7549373	Q464389	29515	61529	2	33
887	2006	2008	2010	2012	2018		Burger’s Daughter	Gordimer, Nadine	1) core list		1095	S African	1900s		Q4998526	Q47619	17643	195448	8	104
888	2006	2008	2010	2012	2018		A Bend in the River	Naipaul, V.S.	1) core list		704	Trinidad	1900s		Q482567	Q44593	39748	330557	7	97
889	2006						Shikasta	Lessing, Doris	2) Deleted 2008		955		1900s		Q1463723	Q40874	17655	686537	10	106
890		2008	2010	2012	2018		A Dry White Season	Brink, Andre	3) Added 2008		273		1900s		Q3549751	Q380664	16376	41182	6	36
891	2006	2008	2010	2012	2018		The Book of Laughter and Forgetting	Kundera, Milan	1) core list		270	Czech	1900s		Q2723517	Q93166	96964	2208580	17	83
892		2008	2010	2012	2018		Fool's Gold	Douka, Maro	3) Added 2008		1274		1900s			Q3296538		6181	0	9
893	2006	2008	2010	2012	2018		Smiley’s People	Le Carré, John	1) core list		41	English	1900s		Q1231505	Q209641	107177	1032501	9	64
894		2008	2010	2012	2018		Southern Seas	Vázquez Montalbán, Manuel	3) Added 2008		1025		1900s		Q125679849	Q316884		120827	0	30
895	2006	2008	2010	2012	2018		The Name of the Rose	Eco, Umberto	1) core list	Il nome della rosa	166	Italian	1900s		Q172850	Q12807	1228134	1227759	55	113
896	2006						City Primeval	Leonard, Elmore	2) Deleted 2008		674	American	1900s		Q5123382	Q336519	103396	450120	1	41
897		2008	2010	2012	2018		Clear Light of Day	Desai, Anita	3) Added 2008		886		1900s		Q3667522	Q268495	30654	145171	4	35
898	2006	2008	2010	2012	2018		Confederacy of Dunces	Toole, John Kennedy	1) core list		482	American	1900s		Q627749	Q313739	424023	183031	17	37
899	2006	2008	2010	2012	2018		Rituals	Nooteboom, Cees	1) core list	Rituelen	953	Dutch	1900s		Q737805	Q158394	7399	61527	4	35
900		2008	2010	2012	2018		Smell of Sadness	Kossmann, Alfred	3) Added 2008	Geur der droefenis	1316		1900s			Q1895179		2180	0	2
901	2006	2008	2010	2012	2018		Broken April	Kadare, Ismail	1) core list		309	Albanian	1900s		Q2280031	Q179695	33024	299090	16	69
902	2006						Rites of Passage	Golding, William	2) Deleted 2008		1009	English	1900s		Q3937279	Q44183	15772	455741	4	98
903	2006	2008	2010	2012	2018		Midnight’s Children	Rushdie, Salman	1) core list		438	Indian	1900s		Q625764	Q44306	315720	2473385	38	98
904	2006	2008	2010	2012	2018		Waiting for the Barbarians	Coetzee, J.M.	1) core list		303	S. African	1900s		Q1565837	Q43293	109944	391263	18	93
905	2006	2008	2010	2012	2018		Summer in Baden-Baden	Tsypkin, Leonid	1) core list		870	Russian?	1900s		Q7637489	Q1277149	5365	5149	8	14
906		2008	2010	2012	2018		The House with the Blind Glass Windows	Wassmo, Herbjorg	3) Added 2008		673		1900s		Q3446212	Q255359	1596	30622	3	23
907		2008	2010	2012	2018		Leaden Wings	Jie, Zhang	3) Added 2008		1292		1900s		Q109343638	Q197201	818	9166	1	16
908		2008	2010	2012	2018		The War of the End of the World	Vargas Llosa, Mario	3) Added 2008	La guerra del fin del mundo	121	Peruvian	1900s		Q1194969	Q39803	55543	1285480	9	94
909	2006	2008	2010	2012	2018		Lanark: A Life in Four Books	Gray, Alasdair	1) core list		276	Scottish	1900s		Q6482902	Q729121	92525	492635	5	28
910	2006	2008	2010	2012	2018		Rabbit is Rich	Updike, John	1) core list		532	American	1900s		Q549152	Q105756	24772	392737	6	70
911	2006						The Names	DeLillo, Don	2) Deleted 2008		988	American	1900s		Q7753069	Q310048	16991	369827	3	43
912	2006						Concrete	Bernhard, Thomas	2) Deleted 2008		144	Dutch	1900s		Q19571335	Q44336	6856	346356	4	49
913		2008	2010	2012	2018		Couples, Passerby	Strauss, Botho	3) Added 2008		1303		1900s		Q2045028	Q60955	1568	42308	2	21
914	2006	2008	2010	2012	2018		July’s People	Gordimer, Nadine	1) core list		1018	S. African	1900s		Q6310424	Q47619	16695	195448	5	104
915	2006						The Comfort of Strangers	McEwan, Ian	2) Deleted 2008		1081	English	1900s		Q1754953	Q190379	30140	586384	11	52
916	2006	2008	2010	2012	2018		On the Black Hill	Chatwin, Bruce	1) core list		387	English	1900s		Q3976843	Q348916	11656	177083	5	32
917	2006						The Newton Letter	Banville, John	2) Deleted 2008		1066	Irish	1900s		Q16387303	Q313077	2913	199902	3	43
918	2006	2008	2010	2012	2018		The House of the Spirits	Allende, Isabel	1) core list		60	Peruvian	1900s		Q1168267	Q83566	503178	1419421	24	72
919	2006	2008	2010	2012	2018		Schindler’s Ark	Keneally, Thomas	1) core list		15	Australian	1900s		Q1975638	Q298334	213379	106007	18	42
920	2006	2008	2010	2012	2018		A Pale View of Hills	Ishiguro, Kazuo	1) core list		683	English	1900s		Q4658705	Q272855	60954	1174202	16	96
921	2006	2008	2010	2012	2018		Wittgenstein’s Nephew	Bernhard, Thomas	1) core list		182	Dutch	1900s		Q844847	Q44336	12299	346356	5	49
922	2006	2008	2010	2012	2018		The Color Purple	Walker, Alice	1) core list		46	American	1900s		Q1897870	Q215868	1406249	1504740	21	70
923	2006	2008	2010	2012	2018		A Boy’s Own Story	White, Edmund	1) core list		682	American	1900s		Q2601903	Q729117	12664	50369	6	20
924	2006	2008	2010	2012	2018		If Not Now, When?	Levi, Primo	1) core list		71	Italy	1900s		Q1443497	Q153670	23214	805291	4	65
925		2008	2010	2012	2018		The Book of Disquiet	Pessoa, Fernando	3) Added 2008		7		1900s		Q2632627	Q173481	207486	803449	12	75
926		2008	2010	2012	2018		Baltasar and Blimunda	Saramago, Jose	3) Added 2008		430		1900s		Q2510238	Q37060	77285	778019	12	108
927	2006	2008	2010	2012	2018		The Sorrow of Belgium	Claus, Hugo	1) core list	Het verdriet van België	1104	Belgian	1900s		Q2603408	Q117783	20139	70794	8	36
928	2006	2008	2010	2012	2018		The Piano Teacher	Jelinek, Elfriede	1) core list		1042	Austrian	1900s		Q3823559	Q47243	75967	292192	12	103
929	2006						The Diary of Jane Somers	Lessing, Doris	2) Deleted 2008	Re: Colonised Planet 5, Shikasta	541		1900s		Q86450090	Q40874	1166	686537	1	106
930	2006	2008	2010	2012	2018		The Life and Times of Michael K	Coetzee, J.M.	1) core list		477	S. African	1900s		Q761474	Q43293	42673	391263	16	93
931	2006	2008	2010	2012	2018		Waterland	Swift, Graham	1) core list		471	English	1900s		Q3795005	Q437718	21212	60282	6	30
932	2006	2008	2010	2012	2018		La Brava	Leonard, Elmore	1) core list		807	American	1900s		Q6460688	Q336519	9467	450120	2	41
933	2006						Fools of Fortune	Trevor, William	2) Deleted 2008		425	Irish	1900s		Q6691694	Q528826	2267	42575	3	27
934	2006						Worstward Ho	Beckett, Samuel	2) Deleted 2008		995	Irish	1900s		Q2937128	Q37327	9447	1307056	4	108
935		2008	2010	2012	2018		The Christmas Oratorio	Tunstrom, Goran	3) Added 2008		875		1900s		Q10541297	Q968708	5759	22573	3	17
936		2008	2010	2012	2018		Fado Alexandrino	Antunes, Antonio Lobo	3) Added 2008		606		1900s		Q3064403	Q333849	1941	76602	3	33
937		2008	2010	2012	2018		The Witness	Saer, Juan Jose	3) Added 2008		407		1900s			Q712518		47474	0	23
938	2006	2008	2010	2012	2018		Shame	Rushdie, Salman	1) core list		595	Indian	1900s		Q852565	Q44306	31194	2473385	10	98
939	2006	2008	2010	2012	2018		Money: A Suicide Note	Amis, Martin	1) core list		889	English	1900s		Q3860773	Q310176	102764	978134	5	47
940	2006	2008	2010	2012	2018		Flaubert’s Parrot	Barnes, Julian	1) core list		842	English	1900s		Q1063693	Q295431	34408	222721	11	51
941		2008	2010	2012	2018		Professor Martens' Departure	Kross, Jaan	3) Added 2008		1193		1900s		Q5308044	Q161842	1649	44101	4	34
942	2006	2008	2010	2012	2018		Blood and Guts in High School	Acker, Kathy	1) core list		1149	American	1900s		Q4927761	Q270641	20337	103123	1	33
943		2008	2010	2012	2018		Larva: Midsummer Night's Babel	Rios, Julian	3) Added 2008		1170		1900s			Q2758982		8240	0	9
944	2006	2008	2010	2012	2018		Nights at the Circus	Carter, Angela	1) core list		413	English	1900s		Q3878871	Q234519	27947	151795	4	41
945	2006	2008	2010	2012	2018		Neuromancer	Gibson, William	1) core list		419	American	1900s		Q662029	Q188987	785967	601477	31	55
946	2006	2008	2010	2012	2018		The Wasp Factory	Banks, Iain	1) core list		459	Scottish	1900s		Q589485	Q312579	135885	344630	9	46
947		2008	2010	2012	2018		Democracy	Didion, Joan	3) Added 2008		690	American	1900s		Q5255482	Q267691	7569	770267	1	42
948	2006	2008	2010	2012	2018		The Lover	Duras, Marguerite	1) core list		601	French	1900s		Q1195257	Q153248	167216	561631	22	57
949	2006	2008	2010	2012	2018		The Year of the Death of Ricardo Reis	Saramago, José	1) core list		301	Portugese	1900s		Q2717015	Q37060	37961	778019	11	108
950	2006	2008	2010	2012	2018		Empire of the Sun	Ballard, J.G.	1) core list		312		1900s		Q2412167	Q140201	62717	399632	11	45
951	2006	2008	2010	2012	2018		The Busconductor Hines	Kelman, James	1) core list		1131	Scottish	1900s		Q16849669	Q720806	1185	21937	2	21
952	2006	2008	2010	2012	2018		Dictionary of the Khazars	Pavic, Milorad	1) core list		119	Yugoslav	1900s		Q1995458	Q157204	76433	93475	19	43
953	2006	2008	2010	2012	2018		The Unbearable Lightness of Being	Kundera, Milan	1) core list		130	Czech	1900s		Q917055	Q93166	1576224	2208580	43	83
954	2006	2008	2010	2012	2018		Legend	Gemmell, David	1) core list		33	English	1900s		Q824307	Q220450	31088	122384	8	24
955		2008	2010	2012	2018		The Young Man	Strauss, Botho	3) Added 2008		1315		1900s		Q28227980	Q60955	1090	42308	1	21
956		2008	2010	2012	2018		Love Medicine	Erdrich, Louise	3) Added 2008		314	American	1900s		Q6077660	Q442679	23451	230347	3	31
957	2006	2008	2010	2012	2018		White Noise	DeLillo, Don	1) core list		492	American	1900s		Q2623505	Q310048	236961	369827	17	43
958	2006						Old Masters	Bernhard, Thomas	2) Deleted 2008		171	Dutch	1900s		Q435977	Q44336	17742	346356	8	49
959		2008	2010	2012	2018		Half of Man is Woman	Xianliang, Zhang	3) Added 2008		1107		1900s			Q570407		10293	0	13
960	2006	2008	2010	2012	2018		Reasons to Live	Hempel, Amy	1) core list		84	American	1900s			Q481871		18006	0	13
961	2006	2008	2010	2012	2018		The Handmaid’s Tale	Atwood, Margaret	1) core list		127	Canadian	1900s		Q1541914	Q183492	1799096	1156848	43	76
962	2006	2008	2010	2012	2018		Hawksmoor	Ackroyd, Peter	1) core list		1087	English	1900s		Q5685281	Q319169	13925	79280	2	33
963	2006						Queer	Burroughs, William	2) Deleted 2008		940	American	1900s		Q2392914	Q188176	105377	1179149	7	59
964	2006	2008	2010	2012	2018		Perfume	Süskind, Patrick	1) core list		186	German	1900s		Q459303	Q105994	960342	347494	34	51
965		2008	2010	2012	2018		Blood Meridian	McCarthy, Cormac	3) Added 2008		74	American	1900s		Q581426	Q272610	1912318	2553582	15	58
966	2006	2008	2010	2012	2018		Contact	Sagan, Carl	1) core list		173	American	1900s		Q741013	Q410	334875	2253790	19	99
967	2006						Less Than Zero	Ellis, Bret Easton	2) Deleted 2008		956	American	1900s		Q1815659	Q241583	201523	963933	9	38
968	2006						A Maggot	Fowles, John	2) Deleted 2008		1077	English	1900s		Q4120895	Q214660	18019	183819	2	46
969		2008	2010	2012	2018		Simon and the Oaks	Fredriksson, Marianne	3) Added 2008		841		1900s		Q10668102	Q242166	4283	18512	3	20
970	2006	2008	2010	2012	2018		The Cider House Rules	Irving, John	1) core list		357	American	1900s		Q1538984	Q310379	137680	503937	14	45
971	2006						Oranges Are Not the Only Fruit	Winterson, Jeanette	2) Deleted 2008		647	English	1900s		Q4843750	Q233584	69768	151919	11	33
972		2008	2010	2012	2018		Annie John	Kincaid, Jamaica	3) Added 2008		847		1900s		Q4769320	Q275601	11368	118861	1	26
973	2006	2008	2010	2012	2018		The Parable of the Blind	Hofmann, Gert	1) core list		1241	German	1900s		Q5261134	Q77751	546	7103	1	17
974	2006	2008	2010	2012	2018		Love in the Time of Cholera	García Márquez, Gabriel	1) core list		397	Colombian	1900s		Q499396	Q5878	647869	2940272	45	156
975		2008	2010	2012	2018		Ancestral Voices	van, Heerden, Etienne	3) Added 2008		817		1900s		Q13036211	Q982233	1543	4878	1	5
976		2008	2010	2012	2018		The Beautiful Mrs Seidenman	Szczypiorski, Andrzej	3) Added 2008		666		1900s		Q11820123	Q451655	2772	23487	3	13
977	2006	2008	2010	2012	2018		The Drowned and the Saved	Levi, Primo	1) core list		6	Italian	1900s		Q3791315	Q153670	33415	805291	4	65
